names,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,year
Cho Người Tình Lỡ,Dinh Bao,6,0.332,0.479,5,-6.362,0,0.0305,0.498,0.0,0.348,0.22899999999999998,91.76799999999999,4.520433333333333,2015
Thuở Ấy Có Em,Dinh Bao,5,0.39299999999999996,0.523,11,-5.146,0,0.0396,0.574,0.0,0.0766,0.377,199.205,4.32,2015
Xin Con Goi Ten Nhau,Dinh Bao,10,0.649,0.318,9,-12.145,0,0.0364,0.512,0.0,0.0685,0.317,123.955,5.3266333333333336,2014
Tinh Khuc Cho Em,Dinh Bao,6,0.32,0.276,2,-11.105,1,0.0349,0.835,0.0,0.114,0.16,185.808,5.243883333333334,2014
Rieng Mot Goc Troi,Dinh Bao,19,0.374,0.365,6,-8.74,0,0.0343,0.759,0.0,0.16699999999999998,0.11599999999999999,128.184,6.13125,2014
Du Am,Dinh Bao,5,0.461,0.287,5,-9.202,1,0.0272,0.7659999999999999,0.0,0.0823,0.37,97.319,4.325933333333333,2014
Tình Còn Vương Vấn,Trinh Lam,28,0.626,0.516,6,-6.181,0,0.0265,0.213,0.0,0.38299999999999995,0.24100000000000002,139.994,4.903666666666667,2008
Mãi Một Mối Tình Đầu,Diem Suong,24,0.633,0.46,5,-6.852,0,0.0301,0.474,0.0,0.10099999999999999,0.166,119.916,4.773333333333333,2016
Phút Giao Thừa Diệu Êm,Trinh Lam,20,0.414,0.532,0,-8.283999999999999,1,0.0431,0.428,1.66e-06,0.0772,0.139,131.77,6.566666666666666,2014
Có Duyên Không Phận,Trinh Lam,22,0.628,0.602,6,-5.185,0,0.0291,0.541,0.0,0.0931,0.486,119.96,4.543116666666666,2019
Đơn Côi,Trinh Lam,6,0.579,0.537,3,-6.006,1,0.0272,0.195,0.0,0.14800000000000002,0.131,132.062,4.888966666666667,2008
Nửa Vầng Trăng,Trinh Lam,11,0.597,0.513,6,-6.319,0,0.0262,0.0482,9.590000000000001e-05,0.0886,0.16,135.553,5.322016666666666,2008
Mưa Buồn,Trinh Lam,6,0.662,0.495,9,-5.939,0,0.028999999999999998,0.28800000000000003,0.0,0.228,0.271,123.925,5.4474,2008
Vắng Anh Mùa Đông,Quynh Vi,4,0.43799999999999994,0.508,4,-5.037,0,0.0319,0.425,0.0,0.0965,0.0967,106.04799999999999,4.584,2008
Cõi Mộng,Trinh Lam,5,0.556,0.445,2,-6.766,0,0.0292,0.36,5.5799999999999994e-05,0.185,0.158,119.999,4.39825,2008
Mùa Hè Ái Ân,Quynh Vi,3,0.47,0.622,7,-3.6719999999999997,0,0.027000000000000003,0.39799999999999996,0.0,0.298,0.124,137.72299999999998,4.107216666666667,2008
Ân Tình Mông Manh,Trinh Lam,7,0.434,0.618,2,-4.7669999999999995,0,0.0288,0.271,0.0,0.114,0.155,137.694,4.5217,2008
Mây Khói,Trinh Lam,6,0.606,0.7509999999999999,1,-6.188,0,0.0479,0.0585,0.00014099999999999998,0.132,0.502,166.03799999999998,5.16335,2009
Biển Và Anh Vẫn Hết,Trinh Lam,7,0.48,0.608,11,-5.996,0,0.0476,0.7879999999999999,0.0,0.11800000000000001,0.22,140.248,4.87465,2009
Một Lần Yêu,Trinh Lam,9,0.581,0.659,4,-5.278,1,0.0365,0.608,2.48e-05,0.132,0.475,140.064,4.889733333333333,2009
Ân Tình Đánh Mất,Trinh Lam,8,0.688,0.632,2,-6.067,0,0.0317,0.6779999999999999,0.0,0.142,0.52,109.99700000000001,5.062333333333333,2009
Lời Cuối Cho Em,Trinh Lam,2,0.262,0.45899999999999996,0,-6.011,1,0.0302,0.49200000000000005,0.0,0.14,0.312,185.28799999999998,4.9056,2009
Lạc Bước Bên Đời,Trinh Lam,3,0.455,0.528,9,-6.24,0,0.0293,0.672,1.26e-06,0.27899999999999997,0.315,95.931,5.6022,2009
Đêm Vẫn Mong Chờ,Trinh Lam,7,0.447,0.52,0,-5.832000000000001,0,0.0299,0.6759999999999999,0.0,0.1,0.307,77.872,4.906383333333333,2009
Nếu Vắng Em,Trinh Lam,4,0.586,0.446,6,-7.321000000000001,0,0.0321,0.629,2.05e-06,0.15,0.136,121.934,5.350266666666666,2009
Đêm Lạnh,Luong Tung Quang,14,0.532,0.45299999999999996,3,-4.633,0,0.0248,0.588,0.0,0.154,0.162,105.02,4.682666666666667,2017
Sao Không Thấy Em Về,Luong Tung Quang,6,0.631,0.552,9,-7.437,0,0.0296,0.17800000000000002,2.47e-06,0.305,0.19399999999999998,130.014,5.687733333333333,2004
Vì Sao Ta Yêu Nhau,Luong Tung Quang,10,0.534,0.53,8,-6.843999999999999,1,0.0309,0.409,0.0,0.138,0.278,129.795,5.172,2014
Nỗi Đau Người Để Lại,Don Hồ,4,0.564,0.48100000000000004,9,-6.454,0,0.0266,0.149,2.43e-06,0.0899,0.22399999999999998,135.945,5.060016666666667,2002
Mãi Một Mối Tình Đầu,Trinh Lam,5,0.634,0.46399999999999997,5,-6.854,0,0.0299,0.486,0.0,0.0884,0.187,120.095,4.77755,2012
"Hỡi Người, Hỡi Tình",Ky Phuong Uyen,4,0.46799999999999997,0.662,1,-6.901,0,0.0456,0.215,1.27e-06,0.0865,0.188,127.744,4.553116666666667,2012
Mị Châu Ta Vì Ai,Diem Suong,9,0.562,0.787,0,-5.102,1,0.0432,0.384,0.0,0.0958,0.32299999999999995,103.006,4.451783333333333,2020
Mình Yêu Nhau Từ Kiếp Nào,Nguyen Hong Nhung,13,0.37799999999999995,0.308,4,-8.868,0,0.0422,0.847,0.0,0.0938,0.25,122.965,4.834666666666666,2020
Cho Ta Lại Gần Nhau,Trinh Lam,7,0.48,0.47600000000000003,4,-6.104,0,0.0273,0.489,0.0,0.364,0.174,109.75399999999999,5.05245,2020
Là Gì Giữa Chúng Ta,Minh Tuyết,5,0.529,0.5429999999999999,9,-6.084,0,0.0731,0.8740000000000001,0.0,0.13,0.41,79.669,5.114,2020
Hoa Lệ,Don Hồ,2,0.41100000000000003,0.49200000000000005,11,-9.312999999999999,0,0.0509,0.785,7.56e-05,0.0786,0.157,133.939,5.0651166666666665,2020
Hãy Sống Theo Những Gì Con Muốn,Bằng Kiều,14,0.304,0.5670000000000001,9,-5.654,0,0.0314,0.24,0.0,0.317,0.252,171.582,5.149116666666667,2020
Đừng Là Một Thoáng Mê Say,Nhu Quynh,20,0.695,0.74,0,-5.462000000000001,0,0.0458,0.21899999999999997,1.11e-05,0.326,0.46399999999999997,104.97200000000001,5.04845,2020
Dáng Hồng,Luong Tung Quang,4,0.684,0.619,7,-4.711,0,0.027999999999999997,0.429,1.54e-06,0.302,0.45899999999999996,111.99,4.348,2020
"Chẳng Cần Ai,Chỉ Cần Anh",Tóc Tiên,7,0.669,0.713,10,-5.004,1,0.085,0.24100000000000002,0.0,0.146,0.239,128.003,3.6288833333333335,2020
Dáng Em Lụa Là,Ngoc Anh,11,0.433,0.69,8,-6.858,0,0.166,0.297,1.01e-06,0.146,0.26899999999999996,179.957,5.374216666666666,2012
Không Phải Em,Anh Tu,4,0.455,0.636,11,-6.154,0,0.0379,0.515,0.0,0.10400000000000001,0.239,172.07,4.77355,2012
Thay Thế,Minh Tuyết,5,0.672,0.626,2,-6.193,0,0.0374,0.257,0.0,0.162,0.45899999999999996,99.98200000000001,4.49645,2013
Phút Cuối,Trinh Lam,12,0.672,0.61,5,-6.392,0,0.0984,0.21100000000000002,0.0,0.0888,0.7020000000000001,149.989,4.354883333333333,2013
Một Ngày Không Còn Xa,Anh Tu,8,0.583,0.478,6,-6.5889999999999995,0,0.027999999999999997,0.397,0.0,0.0835,0.18,100.084,4.65845,2013
Anh Đi Qua Để Lại,Luu Bich,11,0.618,0.5379999999999999,11,-6.6,0,0.0338,0.16399999999999998,0.000132,0.0755,0.312,135.976,4.0217833333333335,2013
Bước Cùng Thời Gian,Anh Minh,5,0.562,0.754,5,-6.063,0,0.0374,0.38,2.79e-06,0.132,0.267,81.995,3.939783333333333,2013
Đường Xa Tuyết Trắng,Dinh Bao,14,0.5670000000000001,0.5579999999999999,3,-6.645,0,0.0266,0.358,1.26e-05,0.111,0.161,104.03299999999999,4.1411,2014
Chia Tay Chiều Đông,Anh Minh,14,0.7040000000000001,0.695,7,-6.947,1,0.0262,0.32,0.0,0.17,0.23800000000000002,100.001,3.51,2014
Tuyết Rơi,Don Hồ,13,0.534,0.47700000000000004,0,-7.646,0,0.0245,0.6629999999999999,1.88e-05,0.235,0.384,108.012,3.328,2014
Đêm Lao Xao,Ky Phuong Uyen,13,0.508,0.511,6,-7.1339999999999995,0,0.0232,0.138,0.0,0.315,0.16,90.15799999999999,3.9322166666666667,2014
Mùa Đông Sắp Đến,Anh Tu,5,0.662,0.56,3,-7.657,0,0.0239,0.306,0.000324,0.11599999999999999,0.20600000000000002,98.01299999999999,4.706666666666667,2014
Níu Kéo,Minh Tuyết,7,0.552,0.524,3,-5.697,0,0.038,0.698,0.0,0.239,0.313,129.938,4.678216666666667,2014
Tận Cùng Nõi Đau,Minh Tuyết,13,0.29600000000000004,0.43700000000000006,2,-6.501,0,0.0459,0.797,1.41e-06,0.228,0.185,75.875,4.868216666666667,2019
Bão Lòng,Khải Đăng,6,0.556,0.589,7,-6.107,0,0.049,0.649,0.0,0.177,0.35100000000000003,169.957,4.25245,2019
Tia Sáng Trong Em,Hoàng Mỹ An,8,0.83,0.754,10,-5.9510000000000005,0,0.0481,0.14800000000000002,0.0,0.0567,0.5539999999999999,107.016,3.786216666666667,2019
Đối Thoại,Bằng Kiều,9,0.5379999999999999,0.447,9,-5.829,0,0.0263,0.794,8.06e-06,0.11699999999999999,0.243,82.052,4.60555,2019
Bởi Anh Không Thuộc Về Em,Don Hồ,4,0.322,0.581,9,-6.2379999999999995,0,0.057,0.7240000000000001,2.38e-06,0.0998,0.29100000000000004,86.61200000000001,4.727116666666666,2019
Những Câu Chuyện Cũ Mèm,Khải Đăng,4,0.344,0.556,3,-4.659,1,0.0305,0.34700000000000003,0.0,0.114,0.35600000000000004,158.202,4.725783333333333,2018
Bão Tình,Luu Bich,7,0.502,0.642,2,-6.577000000000001,1,0.0369,0.0452,5.21e-06,0.10400000000000001,0.184,129.964,5.006883333333334,2018
Tình Yêu Muôn Thuở,Luong Tung Quang,6,0.568,0.5660000000000001,8,-5.385,0,0.0272,0.35200000000000004,0.0,0.166,0.252,77.847,4.951333333333333,2018
Chi Co Anh Trong Tim,Lam Thuy Van,10,0.5660000000000001,0.35100000000000003,4,-9.821,1,0.0339,0.261,2.9299999999999997e-05,0.168,0.191,133.33100000000002,5.001116666666666,1998
Anh Con Yeu Em,Lam Thuy Van,7,0.27399999999999997,0.267,2,-8.933,0,0.0284,0.946,8.52e-05,0.13699999999999998,0.162,154.58,3.6808833333333335,2009
Tha Rang Anh Noi,Lam Thuy Van,0,0.515,0.326,0,-11.78,0,0.0279,0.57,0.0,0.0957,0.228,159.861,4.043783333333334,2019
Mal De Toi (feat. Don Ho),Lam Thuy Van,0,0.68,0.479,6,-8.12,0,0.027999999999999997,0.335,0.00921,0.26,0.266,135.983,4.62845,2019
Mua Ngau,Lam Thuy Van,0,0.57,0.519,7,-12.262,0,0.0304,0.0233,0.00024700000000000004,0.449,0.542,143.999,5.789333333333333,2019
Bên em đang có ta,Quốc Khanh,0,0.522,0.426,0,-9.186,1,0.0257,0.526,2.44e-05,0.136,0.287,71.993,4.4142166666666665,2013
Làm thơ tình em đọc,Quốc Khanh,6,0.509,0.185,9,-14.25,0,0.0265,0.903,0.000138,0.111,0.285,98.648,4.920466666666667,2018
Bây giờ còn nhớ hay không,Thien Kim,5,0.521,0.254,7,-12.69,0,0.0286,0.695,8.88e-05,0.17,0.161,76.042,5.10085,2018
Đến bên nhau,Hoàng Thục Linh,6,0.39,0.342,9,-11.481,1,0.0344,0.775,0.000404,0.0887,0.139,94.685,4.766666666666667,2018
Họp mặt lần cuối,Hoàng Thục Linh,4,0.47200000000000003,0.21,1,-12.69,0,0.032,0.9109999999999999,6.47e-05,0.11900000000000001,0.38299999999999995,139.433,3.8252333333333333,2018
Phượng hồng,Nguyên Khang,2,0.5760000000000001,0.5660000000000001,4,-9.449,0,0.0371,0.28300000000000003,1.9699999999999998e-05,0.136,0.239,120.10600000000001,5.47135,2018
Lời tình buồn,Ho Hoang Yen,7,0.395,0.17,9,-14.478,0,0.0333,0.8420000000000001,0.00020099999999999998,0.0994,0.16399999999999998,120.601,4.06315,2018
Lưu bút ngày xanh,Băng Tâm,3,0.545,0.248,2,-12.026,0,0.0326,0.8909999999999999,1.58e-06,0.22399999999999998,0.22699999999999998,83.96700000000001,6.146833333333333,2018
Mùa chia tay,Hoàng Thục Linh,5,0.262,0.3,10,-11.754000000000001,0,0.0296,0.855,0.00011200000000000001,0.107,0.237,71.47800000000001,4.3,2018
Ngày xưa Hoàng Thị,Hoàng Kim,3,0.319,0.21600000000000003,5,-11.08,1,0.033,0.883,4.68e-06,0.162,0.203,119.87799999999999,5.047716666666667,2018
Nỗi buồn hoa phượng,Hoàng Thục Linh,7,0.37799999999999995,0.271,4,-11.732999999999999,0,0.0316,0.929,0.00282,0.165,0.22399999999999998,139.016,4.0761666666666665,2018
Phượng buồn,Hoàng Thục Linh,10,0.54,0.282,2,-14.277000000000001,1,0.0367,0.9159999999999999,0.0319,0.0968,0.281,81.945,4.388183333333333,2018
Trường cũ tình xưa,Hoàng Thục Linh,8,0.396,0.255,0,-12.091,0,0.0408,0.919,0.000633,0.0763,0.312,142.614,4.123566666666667,2018
Vùng lá me bay,Hoàng Thục Linh,7,0.382,0.34299999999999997,11,-10.460999999999999,0,0.0369,0.847,6.35e-06,0.0898,0.23399999999999999,151.739,3.9343,2018
Vườn tao ngộ,Hoàng Thục Linh,10,0.6,0.342,7,-10.174,0,0.0265,0.8590000000000001,2.1600000000000003e-05,0.13,0.29,81.036,5.493716666666667,2018
Mưa lạnh tàn canh,Hoàng Thục Linh,9,0.562,0.439,5,-9.296,0,0.026000000000000002,0.523,5.12e-05,0.389,0.20600000000000002,82.03299999999999,4.360916666666666,2018
Chuyện tình mình,Hoàng Thục Linh,7,0.599,0.35200000000000004,11,-9.662,0,0.0324,0.6859999999999999,2.14e-05,0.361,0.24,143.91299999999998,4.4450666666666665,2018
Rao bán vần thơ say,Đức Tân,9,0.638,0.35100000000000003,2,-9.48,0,0.0241,0.7929999999999999,1.4300000000000002e-05,0.0972,0.41,82.024,4.914883333333333,2018
Nhớ em đêm nay,Nhật Lâm,3,0.7070000000000001,0.562,4,-8.177,0,0.0258,0.402,0.0,0.195,0.34600000000000003,101.03,4.8731,2018
Đừng nhớ người xa,Hoàng Thục Linh,10,0.475,0.299,9,-9.554,0,0.03,0.8859999999999999,0.00158,0.0987,0.196,81.961,5.098766666666666,2018
Còn lại những đêm say,Đức Tân,7,0.611,0.45899999999999996,4,-7.023,0,0.0235,0.74,4.429999999999999e-05,0.18600000000000003,0.46,82.00200000000001,5.2303,2018
LK Chuyện ba mùa mưa,Hoàng Thục Linh,6,0.38799999999999996,0.266,2,-10.073,0,0.0404,0.9420000000000001,4.1700000000000004e-05,0.113,0.249,152.934,4.878516666666667,2018
Từ độ ánh trăng tan,Nguyên Khang,16,0.332,0.244,3,-14.994000000000002,0,0.0316,0.818,1.1e-05,0.345,0.139,122.699,4.716083333333334,2009
Ngày nào em đi lấy chồng,Thúy Hương,1,0.337,0.414,5,-6.257999999999999,1,0.0276,0.696,2.4299999999999998e-05,0.27,0.193,175.386,3.957116666666667,2011
Bước tình hồng - Qua cầu gió bay,Anh Minh,3,0.433,0.696,4,-5.385,1,0.0598,0.342,0.0,0.0724,0.5660000000000001,82.023,5.3868833333333335,2011
Em lễ chùa này - Chuyện tình buồn,Quốc Khanh,1,0.433,0.418,1,-5.86,1,0.026000000000000002,0.899,0.0053100000000000005,0.125,0.19699999999999998,80.096,4.42355,2011
Em đã thấy mùa xuân chưa,Lâm Nhật Tiến,0,0.26,0.523,2,-4.611000000000001,0,0.0295,0.835,1.93e-05,0.105,0.16399999999999998,174.863,4.944,2011
Xuân vui ca,Diễm Liên,0,0.415,0.516,3,-6.484,1,0.0269,0.7190000000000001,9.08e-06,0.113,0.285,82.584,3.223116666666667,2011
Mộng ban đầu,Thien Kim,0,0.532,0.473,8,-5.297000000000001,1,0.0271,0.764,0.0,0.0739,0.39899999999999997,109.046,3.0573333333333332,2011
Như giọt sầu rơi,Ho Hoang Yen,2,0.456,0.557,8,-6.359,1,0.0313,0.6970000000000001,1.07e-05,0.0901,0.305,124.071,3.945116666666667,2011
Tiễn bước sang ngang,Nguyên Khang,1,0.507,0.474,2,-5.278,0,0.0269,0.866,2.16e-06,0.122,0.47600000000000003,105.867,3.1648833333333335,2011
Gọi anh mùa xuân,Lâm Thúy Vân,0,0.368,0.44,5,-5.537999999999999,0,0.0266,0.875,1.7899999999999998e-05,0.124,0.127,136.951,4.897783333333333,2011
"Liên Khúc Phượng Hoàng: Yêu em, Tôi muốn, Hãy ngước mắt nhìn đời, Yêu đời yêu người, Huyền thoại người con gái",Nguyên Khang,13,0.43,0.757,1,-5.403,1,0.0373,0.218,0.0,0.0821,0.664,124.479,4.816666666666666,2010
Liên khúc Duyên kiếp - Cỏ úa,Quốc Khanh,23,0.48200000000000004,0.348,9,-9.957,0,0.027999999999999997,0.878,0.007209999999999999,0.0861,0.255,130.213,5.167333333333334,2016
Liên khúc: Trịnh Công Sơn - Vũ Thành An,Don Hồ,25,0.29100000000000004,0.38299999999999995,10,-8.152999999999999,1,0.0296,0.7979999999999999,8.15e-06,0.36700000000000005,0.11900000000000001,138.54,6.42845,2008
Cho đến cuối cuộc đời,Ho Hoang Yen,18,0.693,0.374,9,-9.415,0,0.0285,0.8909999999999999,0.0016899999999999999,0.0925,0.311,122.999,5.312216666666667,2015
Em hiền như Masouer,Quốc Khanh,0,0.581,0.247,6,-12.908,0,0.0259,0.927,9.94e-06,0.11199999999999999,0.165,91.96600000000001,4.706,2013
Lời dối gian chân thành,Quốc Khanh,0,0.511,0.557,7,-9.452,0,0.0268,0.257,0.00202,0.191,0.271,153.93,4.264,2013
Định nghĩa tình yêu,Quốc Khanh,0,0.6970000000000001,0.49200000000000005,10,-8.041,1,0.0258,0.20199999999999999,0.0,0.213,0.8540000000000001,99.98899999999999,3.598,2013
Tình yêu sẽ sống mãi,Quốc Khanh,0,0.675,0.419,7,-10.049,1,0.025,0.8,2.78e-05,0.113,0.22899999999999998,97.99600000000001,4.17155,2013
Thà như giọt mưa,Quốc Khanh,0,0.322,0.49700000000000005,7,-10.642000000000001,0,0.0375,0.64,1.51e-05,0.129,0.253,136.50799999999998,5.042216666666667,2013
Khoảnh khắc,Quốc Khanh,0,0.5,0.105,5,-12.425,1,0.045,0.8690000000000001,1.19e-06,0.0853,0.218,122.411,4.769116666666666,2013
Cây đàn bỏ quên,Quốc Khanh,0,0.597,0.36200000000000004,2,-11.234000000000002,0,0.0275,0.813,2.9100000000000003e-05,0.128,0.251,103.97,4.232216666666667,2013
Ta xa nhau,Quốc Khanh,0,0.565,0.418,4,-9.455,0,0.0285,0.805,3.9500000000000005e-05,0.0791,0.267,128.03799999999998,4.686883333333333,2013
Em xa rồi,Quốc Khanh,0,0.62,0.564,9,-8.856,1,0.0257,0.39,0.000105,0.102,0.415,104.09200000000001,4.395116666666667,2013
Tình lỡ,Quốc Khanh,0,0.273,0.254,11,-11.331,0,0.0351,0.8759999999999999,6.3e-06,0.11599999999999999,0.16399999999999998,82.775,4.722883333333334,2013
Triệu con tim,Quốc Khanh,0,0.364,0.514,2,-8.408,0,0.036000000000000004,0.65,0.0,0.12,0.45,148.732,5.407116666666667,2013
Bạn thân,Quốc Khanh,0,0.542,0.336,5,-10.95,1,0.0298,0.8540000000000001,0.0,0.11800000000000001,0.375,76.947,4.963783333333334,2013
Khi người yêu tôi khóc,Nguyên Khang,8,0.188,0.342,7,-9.562000000000001,1,0.0343,0.925,0.000261,0.0995,0.17600000000000002,68.923,5.117783333333334,2006
Đêm dài,Nguyên Khang,6,0.251,0.298,0,-8.577,0,0.0318,0.8859999999999999,0.00782,0.124,0.14,131.21,4.841316666666667,2010
Một lần trong đời,Nguyên Khang,4,0.32799999999999996,0.563,9,-7.117999999999999,0,0.0274,0.653,1.48e-06,0.131,0.35200000000000004,149.59,3.8943333333333334,2010
Vùng biển vắng,Nguyên Khang,2,0.305,0.40299999999999997,11,-9.331,0,0.0311,0.848,0.00248,0.0923,0.126,130.099,4.9477,2010
Khuc Thuy Du,Mai Thanh Son,4,0.294,0.386,9,-8.017999999999999,0,0.0337,0.884,0.000743,0.109,0.16699999999999998,172.85299999999998,4.07155,2016
Thôi thế thì chia tay,Ho Hoang Yen,16,0.303,0.243,9,-9.82,0,0.0318,0.914,0.000134,0.0795,0.145,167.554,3.73955,2016
Hạnh phúc lang thang,Ho Hoang Yen,27,0.353,0.308,2,-10.868,0,0.0346,0.34299999999999997,0.00168,0.154,0.0657,119.604,5.4446666666666665,2016
Nửa hồn thương đau,Ho Hoang Yen,15,0.265,0.379,1,-9.53,0,0.0289,0.451,3.2200000000000003e-05,0.0843,0.126,170.45,5.274883333333333,2016
Dĩ vãng,Ho Hoang Yen,14,0.52,0.27899999999999997,8,-10.950999999999999,0,0.03,0.841,0.000367,0.126,0.158,115.796,5.884216666666667,2016
Tình khúc buồn,Ho Hoang Yen,15,0.253,0.42,3,-8.326,0,0.0285,0.56,0.0,0.11599999999999999,0.184,172.107,4.846883333333333,2016
Sầu mộng,Ho Hoang Yen,14,0.418,0.358,11,-8.964,0,0.0322,0.8490000000000001,1.32e-06,0.102,0.13,120.14399999999999,4.76555,2016
Dù tình yêu đã mất,Ho Hoang Yen,13,0.48200000000000004,0.379,4,-9.405,0,0.027999999999999997,0.613,5.42e-06,0.3,0.192,129.947,4.208216666666667,2016
Sa mạc tình yêu,Ho Hoang Yen,14,0.439,0.249,10,-11.171,0,0.0343,0.871,0.00141,0.11199999999999999,0.309,133.855,4.78355,2016
Vết thương cuối cùng,Ho Hoang Yen,14,0.58,0.44799999999999995,9,-10.969000000000001,0,0.0269,0.78,0.0008,0.18100000000000002,0.418,101.95700000000001,5.969783333333333,2016
Buồn,Ho Hoang Yen,14,0.534,0.495,7,-9.447000000000001,0,0.0264,0.687,0.000573,0.11599999999999999,0.22899999999999998,95.946,3.6111166666666668,2016
Vì yêu đó anh,Ho Hoang Yen,18,0.52,0.643,9,-5.529,0,0.0295,0.461,0.0,0.11,0.24100000000000002,119.999,5.551116666666666,2012
Chiếc lá cuối cùng,Ho Hoang Yen,16,0.327,0.35100000000000003,4,-7.234,0,0.0281,0.7909999999999999,0.00013000000000000002,0.284,0.145,81.381,5.261333333333333,2012
Riêng một góc trời,Ho Hoang Yen,14,0.391,0.496,2,-7.745,0,0.0296,0.649,0.0,0.205,0.121,144.028,5.74445,2012
Mùa thu chết,Ho Hoang Yen,14,0.359,0.295,8,-8.872,0,0.0299,0.821,0.0022600000000000003,0.115,0.141,129.338,4.360216666666667,2012
Lệ úa,Ho Hoang Yen,18,0.233,0.419,4,-7.711,0,0.0324,0.767,0.00079,0.145,0.14,170.692,4.120666666666667,2012
Sang ngang,Ho Hoang Yen,15,0.4,0.46399999999999997,10,-6.846,0,0.0264,0.6679999999999999,1.52e-05,0.10300000000000001,0.154,128.509,5.37955,2012
Tương tư 4,Ho Hoang Yen,13,0.34600000000000003,0.391,7,-6.3660000000000005,1,0.0264,0.703,1.4000000000000001e-05,0.163,0.10099999999999999,140.71,5.1729666666666665,2014
Chuyện tình không suy tư,Ho Hoang Yen,14,0.434,0.43700000000000006,9,-8.373,1,0.0352,0.302,0.0,0.131,0.11900000000000001,132.892,5.17115,2014
Bài không tên số 7,Ho Hoang Yen,13,0.43,0.45899999999999996,0,-6.983,0,0.0286,0.409,0.0,0.14300000000000002,0.11599999999999999,125.619,5.59455,2014
Ngỡ đâu tình đã quên mình,Ho Hoang Yen,12,0.545,0.401,0,-7.904,0,0.0247,0.726,0.0,0.13,0.14300000000000002,96.524,4.519916666666667,2014
Mộng sầu,Ho Hoang Yen,13,0.442,0.387,11,-7.657,0,0.0303,0.843,0.0,0.102,0.14300000000000002,122.88600000000001,4.7651666666666666,2014
Sài Gòn ơi vĩnh biệt,Ho Hoang Yen,10,0.243,0.305,0,-13.577,1,0.0336,0.6990000000000001,0.0,0.703,0.228,171.90900000000002,4.961783333333333,2012
Sao Anh Khong Den,Ho Hoang Yen,11,0.633,0.613,0,-5.877000000000001,1,0.0281,0.718,0.00107,0.158,0.36700000000000005,123.99799999999999,4.324883333333333,2011
Mo Doi,Quoc Khanh,6,0.547,0.5670000000000001,4,-5.4879999999999995,1,0.0294,0.764,0.000126,0.138,0.17300000000000001,90.948,4.305116666666667,2011
Lo Mot Cuoc Tinh so 8,Mai Thanh Son,3,0.345,0.524,11,-6.526,0,0.0291,0.35,6.35e-06,0.0839,0.129,129.553,4.03645,2011
Chuyen Tinh Mua Thu,Doan Phi,2,0.758,0.721,1,-5.082,0,0.026000000000000002,0.41100000000000003,2.3899999999999998e-05,0.0904,0.9670000000000001,109.934,3.4113333333333333,2011
Kinh Hanh Phuc,Thien Kim,7,0.511,0.55,8,-5.994,0,0.0278,0.6609999999999999,1.06e-06,0.149,0.247,136.053,4.487116666666667,2011
Bai Ca Cua Dem,Lam Nhat Tien,8,0.29600000000000004,0.395,8,-5.735,0,0.0278,0.853,0.0005740000000000001,0.076,0.11199999999999999,80.468,4.664,2011
Co Mot Ngay,Y Phuong,6,0.29,0.563,6,-5.284,0,0.028999999999999998,0.58,5.24e-06,0.0936,0.16899999999999998,173.47799999999998,4.248883333333334,2011
Mua Chieu,Le Anh Quan,2,0.38299999999999995,0.391,1,-8.42,0,0.0286,0.524,3.570000000000001e-05,0.146,0.41,68.509,4.357116666666666,2011
Em Mai Con Tinh Dau,Anh Minh,2,0.755,0.655,5,-3.661,1,0.0275,0.607,2.36e-06,0.309,0.8270000000000001,122.93299999999999,3.2771166666666667,2011
Ke Chuyen Dem Vo Cung,Lam Thuy Van,3,0.423,0.461,5,-5.207999999999999,0,0.0297,0.765,0.000465,0.177,0.0594,119.52799999999999,4.406883333333333,2011
Em có còn yêu anh,Nguyen Hong Nhung,16,0.311,0.35700000000000004,2,-9.754,0,0.0269,0.5539999999999999,0.0,0.0932,0.131,134.148,4.603,2010
Mình ơi em chẳng cho về,Nguyen Hong Nhung,7,0.6559999999999999,0.444,0,-8.163,1,0.0296,0.598,0.0,0.161,0.833,90.02,3.8735166666666667,2010
Ngày mưa tuyết,Nguyen Hong Nhung,4,0.6779999999999999,0.669,6,-5.517,0,0.0277,0.261,0.0,0.12300000000000001,0.483,120.91,3.9786,2010
Từ thuở yêu em,Lâm Nhật Tiến,3,0.376,0.344,10,-8.421,1,0.031,0.868,6.92e-05,0.0781,0.214,151.921,4.43315,2010
Liên khúc: Đoàn Chuẩn - Từ Linh,Nguyen Hong Nhung,9,0.255,0.409,1,-6.329,1,0.0269,0.84,0.0,0.102,0.142,103.304,5.479183333333333,2010
Trọn đời anh sống vì em,Lâm Nhật Tiến,3,0.6579999999999999,0.698,9,-5.9110000000000005,0,0.0304,0.314,0.0289,0.151,0.49,93.99700000000001,4.2859,2010
Bắc đẩu,Nguyen Hong Nhung,4,0.306,0.31,2,-9.613,1,0.0296,0.861,2.27e-05,0.23,0.205,103.088,4.435466666666667,2010
Tình yêu - Tình người,Nguyen Hong Nhung,9,0.434,0.408,0,-9.741,0,0.0274,0.607,0.0,0.11699999999999999,0.138,140.086,5.339666666666667,2010
Người đến như cơn mơ,Quốc Khanh,3,0.514,0.595,2,-7.3229999999999995,1,0.0264,0.434,1.67e-06,0.33,0.39799999999999996,145.998,4.408533333333334,2010
