names,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,year
So far,Binz,0,0.353,0.46,5,-11.307,1,0.0847,0.623,0.00591,0.132,0.314,182.155,3.4116,2019
Chuyện Như Chưa Bắt Đầu,Mỹ Tâm,41,0.5870000000000001,0.48700000000000004,4,-5.517,0,0.0272,0.785,0.0,0.13,0.225,106.88799999999999,4.487116666666667,2013
Nếu Như Là Định Mệnh Remix,Masew,35,0.633,0.563,6,-8.432,0,0.262,0.396,1.2e-06,0.114,0.11699999999999999,165.998,5.423033333333334,2018
Quăng Tao Cái Boong Remix,Masew,31,0.7909999999999999,0.9490000000000001,2,-2.559,0,0.135,0.365,7.44e-06,0.18,0.688,159.993,4.3514333333333335,2018
Ở Trong Thành Phố,Masew,25,0.526,0.758,5,-1.3530000000000002,0,0.348,0.847,0.0,0.113,0.49,179.685,3.090716666666667,
Xin,Masew,24,0.79,0.501,8,-8.451,0,0.0916,0.747,0.0,0.092,0.401,128.04,4.520366666666667,2018
Bùa Yêu,Bich Phuong,45,0.774,0.578,5,-6.227,0,0.0306,0.552,0.000434,0.0985,0.397,110.01799999999999,4.0275,2018
Vỡ (Siêu Sao Siêu Ngố OST),Đức Phúc,36,0.599,0.35,0,-7.494,0,0.0259,0.677,1.17e-06,0.106,0.146,95.051,4.084116666666667,
Kém Duyên,Rum,43,0.828,0.675,10,-5.056,1,0.038,0.282,0.0,0.106,0.6679999999999999,110.053,3.7457333333333334,
Vì Tôi Còn Sống - 3rd Single 2015,Tien Tien,32,0.7240000000000001,0.45399999999999996,0,-7.507999999999999,1,0.0662,0.715,2.61e-06,0.0512,0.456,133.893,3.9606666666666666,2015
Năm Ấy,Đức Phúc,41,0.564,0.41,3,-7.131,1,0.0284,0.6920000000000001,0.0,0.26,0.32,123.814,4.3392,
Dieu Khac La - Masew Mix,DatG,29,0.897,0.46799999999999997,9,-7.94,0,0.0836,0.617,7.58e-05,0.316,0.604,127.98700000000001,4.687833333333334,2017
Mãi Mãi Bên Nhau,Noo Phước Thịnh,0,0.583,0.763,7,-5.045,1,0.0666,0.37200000000000005,0.0,0.163,0.35100000000000003,151.94799999999998,4.47395,
Friendzone (Yeu Ban Duoc Khong),JUUN D,0,0.662,0.802,2,-4.556,0,0.105,0.27699999999999997,0.0,0.0911,0.507,169.957,3.48895,2018
Really Love You,Noo Phước Thịnh,25,0.72,0.7440000000000001,0,-5.101,1,0.0915,0.43,0.0,0.0834,0.795,140.016,3.816666666666667,
Phía Sau Em,Kay Trần,45,0.8009999999999999,0.513,2,-8.996,0,0.0801,0.1,0.0,0.0982,0.358,125.88600000000001,3.1506333333333334,2019
Anh Sẽ Về Sớm Thôi,Isaac,0,0.77,0.561,0,-6.308,1,0.046,0.18600000000000003,0.0,0.11199999999999999,0.61,102.994,4.166666666666667,2019
Ý Em Sao,Kay Trần,40,0.774,0.802,0,-5.789,0,0.0415,0.45299999999999996,0.0,0.17,0.7879999999999999,100.001,2.35,2019
Gat Di Nuoc Mat,Noo Phước Thịnh,32,0.5589999999999999,0.516,8,-8.34,1,0.0459,0.535,0.0,0.183,0.43700000000000006,88.595,4.271016666666666,2019
Anh Ghét Làm Bạn Em,Phan Mạnh Quỳnh,0,0.6759999999999999,0.637,11,-8.522,0,0.0356,0.544,0.0508,0.254,0.539,129.957,4.152166666666667,2013
Lời Từ Trái Tim Anh,Phan Mạnh Quỳnh,0,0.504,0.5539999999999999,1,-8.048,1,0.034,0.8009999999999999,2.35e-06,0.32899999999999996,0.35,165.791,4.0254666666666665,2013
Mất Hy Vọng,Phan Mạnh Quỳnh,20,0.639,0.738,7,-4.785,0,0.0374,0.519,0.0,0.311,0.35600000000000004,119.90299999999999,3.8666666666666667,2019
Nước Ngoài,Phan Mạnh Quỳnh,37,0.5820000000000001,0.115,10,-12.875,0,0.0332,0.97,3.07e-06,0.15,0.63,89.70700000000001,3.54445,2019
Tri Kỷ,Phan Mạnh Quỳnh,28,0.741,0.746,6,-5.99,1,0.0297,0.705,0.0,0.12300000000000001,0.489,113.95700000000001,3.5968166666666668,2019
Huyền Thoại,Phan Mạnh Quỳnh,31,0.493,0.457,5,-11.674000000000001,0,0.0441,0.7929999999999999,4.35e-06,0.099,0.7440000000000001,189.15900000000002,4.816666666666666,2019
Có Một Nơi Như Thế,Phan Mạnh Quỳnh,35,0.69,0.43799999999999994,5,-8.891,1,0.156,0.767,1.4099999999999999e-05,0.105,0.652,171.829,3.9166666666666665,2018
Con Tim Tan Vỡ,Phan Mạnh Quỳnh,25,0.674,0.474,8,-7.246,1,0.10300000000000001,0.688,0.0,0.215,0.445,84.93799999999999,3.29625,2019
Lac Nhau Co Phai Muon Doi. - Original,ERIK,39,0.5760000000000001,0.39299999999999996,8,-5.7379999999999995,1,0.0282,0.904,0.0,0.153,0.11800000000000001,119.85600000000001,4.7096,2018
đ?p Nh?t La Em Vietnamese Version,Ji Yeon,15,0.687,0.561,0,-4.852,1,0.0305,0.408,0.0,0.154,0.5820000000000001,89.999,3.11165,2018
Xin Đừng Lặng Im,Soobin Hoang Son,39,0.547,0.447,0,-7.569,0,0.0291,0.777,0.0,0.106,0.33799999999999997,134.82,4.158716666666667,2017
Buồn Của Anh,K-ICM,36,0.746,0.32299999999999995,7,-8.665,0,0.0495,0.84,1.47e-05,0.379,0.37200000000000005,139.955,4.80015,2019
Cô Thắm Không Về,Phát Hồ,40,0.804,0.635,3,-7.856,0,0.0623,0.705,0.000677,0.0863,0.581,89.988,4.089,2019
Yêu Anh Em Nhé,HuyR,30,0.914,0.649,9,-10.273,1,0.122,0.31,0.0,0.0829,0.868,89.98299999999999,4.576033333333333,2018
Cho Họ Ghét Đi Em,Huỳnh James,23,0.8240000000000001,0.578,5,-6.215,0,0.0905,0.151,0.0,0.527,0.961,149.964,2.966666666666667,2018
Lalala,Soobin Hoang Son,29,0.7809999999999999,0.792,0,-3.0660000000000003,1,0.0452,0.615,0.0,0.0893,0.633,122.00200000000001,3.524583333333333,2016
Trong Tri Nho Cua Anh Cover - Original,ERIK,43,0.406,0.191,4,-12.782,1,0.0304,0.902,0.0,0.22899999999999998,0.204,128.497,4.1908,2018
Nguoi Am Phu - Original,OSAD VRT,37,0.687,0.6559999999999999,1,-6.987,1,0.0333,0.0451,0.000843,0.29,0.38799999999999996,120.074,2.1759666666666666,2018
Không Cần (Cover),The Sheep,36,0.655,0.187,3,-14.012,0,0.0451,0.9490000000000001,5.4000000000000005e-05,0.10800000000000001,0.203,80.0,3.7412,2018
Người Ta Thành Đôi Hết Rồi,The Sheep,37,0.732,0.392,5,-11.431,1,0.0312,0.7020000000000001,2.8199999999999998e-05,0.128,0.813,105.005,2.74285,2019
Ai Khóc Nỗi Đau Này (Cover),Thái Tuyết Trâm,15,0.6729999999999999,0.335,10,-6.975,0,0.0354,0.855,0.0,0.0796,0.529,107.16,3.5833666666666666,2019
Anh cu di di,Hary Won,4,0.524,0.43,5,-11.559000000000001,0,0.0543,0.88,0.0,0.13699999999999998,0.0898,145.954,4.5174666666666665,2018
Anh Đang Ở Đâu Đấy Anh (Cover),Junki,20,0.337,0.237,7,-12.972000000000001,0,0.0341,0.9329999999999999,0.0,0.138,0.122,95.103,3.8887666666666667,2018
Ánh Nắng Của Anh,Lê Bá Sơn,30,0.556,0.326,4,-8.075,1,0.0296,0.91,0.0,0.086,0.342,127.834,4.410633333333333,2020
Buồn Không Em,Đạt G,35,0.647,0.158,6,-13.402999999999999,0,0.0339,0.873,0.0,0.239,0.364,109.948,6.400383333333333,2018
Cảm Nắng,Suni Hạ Linh,39,0.696,0.41200000000000003,9,-7.071000000000001,1,0.0523,0.518,0.0,0.0657,0.304,80.015,3.8125,2017
Cause I Love You,Noo Phước Thịnh,30,0.594,0.8,0,-7.3420000000000005,0,0.0686,0.522,0.000162,0.157,0.7509999999999999,179.877,4.75555,2016
Chắc Anh Đang - Piano,Tien Tien,30,0.413,0.177,0,-13.08,1,0.0336,0.955,0.0249,0.10099999999999999,0.292,99.851,4.28,2019
Chạm Đáy Nổi Đau,Nguyễn Thạc Bảo Ngọc,22,0.604,0.40299999999999997,1,-8.851,0,0.0343,0.885,0.0,0.079,0.536,125.67299999999999,4.933333333333334,2020
Cho Em Gần Anh Thêm Chút Nữa,Bao Huy,0,0.568,0.35100000000000003,11,-6.43,0,0.0298,0.9690000000000001,0.0194,0.262,0.456,126.016,5.1062,2017
Có Ai Thương Em Như Anh,Avin Lu,34,0.445,0.18,6,-9.166,1,0.0298,0.941,1.85e-06,0.129,0.255,167.737,4.315666666666667,2018
Có Em Chờ,MIN,42,0.556,0.657,4,-4.98,1,0.221,0.624,0.0,0.0909,0.555,79.873,3.9,2017
Cớ Sao Giờ Lại Chia Xa,Nguyễn Thạc Bảo Ngọc,10,0.434,0.395,6,-7.987,0,0.0354,0.7879999999999999,0.0,0.107,0.193,139.13,3.3666666666666667,2020
Con Điên,Zendigo,2,0.787,0.218,0,-9.727,1,0.135,0.995,0.133,0.12,0.647,118.868,2.145966666666667,2018
Có Tất Cả Nhưng Thiếu Anh,Hương Ly,37,0.5670000000000001,0.242,4,-8.65,0,0.0365,0.9309999999999999,0.0,0.126,0.309,131.666,4.7481,2019
Cứ Thế Mong Chờ,Nguyen Dinh Vu,0,0.7929999999999999,0.591,5,-7.032,0,0.0305,0.45399999999999996,0.0,0.114,0.6409999999999999,100.001,4.177483333333333,2019
"Cung Anh - Ngoc Dolil, Hagi, STee - Original",Ngoc Dolil,38,0.488,0.5870000000000001,6,-6.422000000000001,0,0.182,0.147,0.00859,0.0917,0.488,191.87400000000002,3.2927333333333335,2018
Để Cho Em Khóc,Vy Oanh,39,0.505,0.562,10,-5.0680000000000005,0,0.0399,0.795,0.0,0.122,0.35100000000000003,74.13600000000001,4.507,2018
Đếm Ngày Xa Em,Only C,41,0.755,0.552,1,-8.146,1,0.0377,0.44299999999999995,0.0,0.0752,0.488,107.985,4.2782,2016
Di Ve Dau - 2018,Tien Tien,18,0.609,0.5820000000000001,10,-7.053999999999999,0,0.044000000000000004,0.7979999999999999,0.17,0.107,0.172,77.99600000000001,3.9886666666666666,2018
Điều Buồn Nhất,Kai Đinh,5,0.5539999999999999,0.433,7,-8.846,1,0.0581,0.8909999999999999,0.0841,0.294,0.324,75.025,4.256283333333333,2020
Đời Dạy Tôi,Only C,16,0.6829999999999999,0.45399999999999996,1,-9.73,1,0.0407,0.723,9.73e-06,0.102,0.479,79.995,3.9474,2018
Đừng Như Thói Quen,Khanh Phuong,20,0.542,0.504,11,-5.723,1,0.0338,0.621,0.0,0.196,0.19899999999999998,115.367,4.717816666666667,2018
Đừng Xin Lỗi Nữa,ERIK,45,0.5579999999999999,0.40299999999999997,3,-6.297999999999999,1,0.0351,0.682,0.0,0.0814,0.305,68.072,3.8566166666666666,2018
Em Biết,Trinh Dinh Quang,21,0.629,0.46,9,-5.755,1,0.0266,0.6459999999999999,1.85e-06,0.0998,0.209,97.023,5.5228,2017
Em Không Là Duy Nhất (Acoustic),Do Phu Qui,14,0.601,0.371,0,-6.903,1,0.0475,0.915,1.16e-06,0.114,0.485,146.056,4.40555,2018
Em Khong The,Tien Tien,46,0.688,0.563,10,-5.945,0,0.0334,0.439,2.57e-06,0.345,0.243,93.023,4.17955,2018
Em Ngu Chua - Original,"Trinh Thang Binh, OSAD",34,0.5489999999999999,0.38799999999999996,2,-9.355,1,0.27699999999999997,0.63,3.22e-06,0.107,0.38299999999999995,86.42299999999999,4.517883333333334,2018
Em Gai Mua Piano Version - Huong Tram ft Mr.Siro - Original,Mr.Siro,37,0.5479999999999999,0.146,11,-12.384,1,0.0437,0.951,0.0,0.12300000000000001,0.45399999999999996,140.312,3.5196,2019
Giá Như Anh Lặng Im,Only C,29,0.7759999999999999,0.401,4,-9.892000000000001,1,0.0512,0.496,0.0,0.11599999999999999,0.723,140.05700000000002,4.182816666666667,2016
Gửi Anh Xa Nhớ,Bich Phuong,43,0.626,0.431,5,-7.355,1,0.0302,0.848,0.00013700000000000002,0.10800000000000001,0.406,118.041,4.271183333333333,2016
Happy Ending,ERIK,29,0.62,0.41600000000000004,9,-5.899,1,0.0298,0.6920000000000001,0.0,0.0702,0.225,120.02799999999999,4.22095,2007
I Lab You,Tien Tien,16,0.627,0.613,6,-4.63,0,0.079,0.547,0.007109999999999999,0.0674,0.418,186.90200000000002,3.8074833333333333,2017
Khóc Thêm Lần Nữa Cover,P.M Band,16,0.787,0.209,5,-10.925999999999998,1,0.0336,0.941,0.0,0.0996,0.518,110.059,3.2192166666666666,2019
Le Loi,Chau Dang Khoa,18,0.726,0.804,2,-6.0520000000000005,0,0.0308,0.0153,3.8e-06,0.0915,0.6990000000000001,105.00399999999999,4.506766666666667,2017
Lỗi Ở Yêu Thương,Ai Phuong,31,0.615,0.45,11,-6.794,0,0.0444,0.682,2.01e-06,0.0848,0.542,146.249,4.446933333333333,2020
Mình Là Gì Của Nhau,Lou Hoang,36,0.777,0.47700000000000004,0,-10.828,1,0.0698,0.14400000000000002,0.0,0.0923,0.674,140.001,4.92255,2016
Mo,Vu Cat Tuong,47,0.556,0.413,9,-7.261,1,0.0791,0.9079999999999999,3.38e-06,0.0924,0.191,113.086,4.36985,2016
Nến Và Hoa,Rhymastic,51,0.787,0.652,5,-6.781000000000001,0,0.0655,0.239,8.3e-05,0.102,0.39399999999999996,120.03299999999999,2.7666666666666666,2018
Ngắm Hoa Lệ Rơi,Hoa Vinh,22,0.645,0.461,6,-6.943,0,0.0244,0.5579999999999999,1.69e-06,0.0967,0.441,96.04,5.063116666666667,2019
Người Em Tìm Kiếm,MIN,31,0.72,0.647,0,-6.472,1,0.0661,0.6659999999999999,0.0,0.106,0.767,79.98100000000001,3.3625,2017
Người Lạ Ơi,P.M Band,0,0.469,0.278,6,-9.796,0,0.0404,0.963,0.0103,0.106,0.364,57.711000000000006,3.34715,2019
Nhu Phut Ban Dau,Noo Phước Thịnh,40,0.56,0.675,4,-6.644,0,0.0879,0.42200000000000004,2.8199999999999998e-05,0.145,0.366,150.261,4.266666666666667,2016
Nói Thương Nhau Đừng Làm Trái Tim Em Đau,Bich Phuong,33,0.72,0.6679999999999999,0,-5.638,0,0.0557,0.624,9.240000000000001e-05,0.34,0.29100000000000004,111.917,4.6573166666666665,2018
Rằng Em Mãi Ở Bên (Chillout Version),Bich Phuong,22,0.685,0.429,2,-9.781,1,0.0321,0.21100000000000002,0.0242,0.14,0.159,117.03,3.9714833333333335,2015
Sao Cũng Được,Binz,49,0.575,0.15,7,-20.156,1,0.138,0.728,0.000375,0.0961,0.32899999999999996,82.854,4.44585,2018
Sau Tất Cả,Tien Cookie,30,0.6,0.506,0,-7.1160000000000005,0,0.0297,0.39399999999999996,0.0,0.243,0.35200000000000004,122.04899999999999,3.4211666666666667,2014
SO FAR,Binz,51,0.5720000000000001,0.484,5,-10.402000000000001,1,0.0488,0.591,0.00328,0.127,0.27,91.064,3.41005,2018
Ta Cứ Đi Cùng Nhau,Đen,8,0.631,0.6709999999999999,7,-5.4079999999999995,0,0.0304,0.728,1.07e-06,0.665,0.0961,105.964,5.7636666666666665,2017
Tạm Biệt Em,Only C,16,0.774,0.887,1,-4.704,0,0.0425,0.547,0.0043100000000000005,0.12,0.765,107.98299999999999,4.08895,2016
Tận Cùng Nỗi Nhớ,Will,39,0.444,0.37,9,-9.156,1,0.0347,0.894,0.0,0.083,0.396,73.18,4.6552,2018
Thương Nhau Nhé (Cover),The Sheep,24,0.557,0.49,0,-8.562000000000001,1,0.027000000000000003,0.73,1.27e-05,0.163,0.317,152.105,3.66365,2018
Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Bằng Kiều,39,0.486,0.324,9,-9.654,0,0.0258,0.9329999999999999,0.000305,0.11900000000000001,0.254,78.058,4.705333333333333,2016
Trai Tim Em Cung Biet Dau. - Original,Bao Anh,23,0.505,0.528,8,-5.627000000000001,0,0.0335,0.8540000000000001,0.0,0.114,0.5539999999999999,132.067,5.0484,2018
Ừ Có Anh Đây,Antony Trần,11,0.624,0.28800000000000003,4,-11.956,0,0.0261,0.775,0.00185,0.158,0.354,104.992,6.1732,2019
Ve Voi Em Di,Tien Tien,13,0.7829999999999999,0.76,9,-3.228,0,0.077,0.14300000000000002,0.000188,0.0813,0.6459999999999999,128.062,2.84375,2018
Vì Tôi Còn Sống,Tien Tien,29,0.7240000000000001,0.45399999999999996,0,-7.51,1,0.0632,0.715,2.61e-06,0.0512,0.456,133.934,3.9606666666666666,2016
Vợ tuyệt vời nhất,Vũ Duy Khánh,26,0.5579999999999999,0.39799999999999996,0,-8.382,1,0.0305,0.86,0.0,0.0906,0.413,139.975,5.5665,2018
Vợ yêu,Vũ Duy Khánh,12,0.5760000000000001,0.431,6,-8.476,1,0.0246,0.789,0.0,0.132,0.46299999999999997,85.005,4.951066666666667,2018
Yêu 5,Rhymastic,54,0.6809999999999999,0.578,3,-7.917999999999999,1,0.0537,0.732,0.0,0.10400000000000001,0.382,95.037,4.0,2017
Yêu Đi Đừng Sợ,Only C,32,0.535,0.368,2,-9.452,1,0.0456,0.684,0.0,0.315,0.14,180.02200000000002,5.2709,2017
Yêu Là Tha Thu,Tùng Acoustic,23,0.447,0.21899999999999997,5,-9.777000000000001,1,0.067,0.9059999999999999,1.49e-05,0.0807,0.423,167.273,4.977316666666667,2018
2 Phút Hơn - KAIZ Remix,Pháo,71,0.845,0.733,9,-4.581,1,0.0566,0.0265,0.0109,0.063,0.28,128.016,3.0638666666666667,2020
Ai Mang Cô Đơn Đi,K-ICM,46,0.551,0.607,7,-7.085,0,0.0377,0.526,7.03e-05,0.0862,0.451,169.924,3.6866666666666665,2020
Anh Mệt Rồi,Anh Quân Idol,34,0.518,0.384,9,-9.639,1,0.028999999999999998,0.7909999999999999,0.0,0.106,0.295,86.039,4.9459333333333335,2020
BLACKJACK,Soobin Hoang Son,53,0.807,0.852,4,-4.248,0,0.198,0.106,0.0,0.518,0.813,133.015,3.2790333333333335,2020
Bông Hoa Đẹp Nhất,Quân A.P,53,0.5539999999999999,0.5539999999999999,0,-5.93,1,0.0318,0.637,0.0,0.11699999999999999,0.256,118.012,5.2544,2020
anh nhà ở đâu thế,AMEE,45,0.8140000000000001,0.45299999999999996,10,-7.204,1,0.11,0.657,1.34e-06,0.245,0.5660000000000001,125.99700000000001,3.6,2020
Buồn Làm Chi Em Ơi,Hoài Lâm,44,0.701,0.604,6,-4.885,0,0.0292,0.532,0.000183,0.0841,0.33299999999999996,109.96,4.54545,2020
Buồn Lắm Em Ơi,Nguyen Huong Ly,23,0.385,0.29,6,-9.035,1,0.0387,0.929,1.07e-06,0.14400000000000002,0.258,87.945,5.3300833333333335,2019
Cảm Giác Lúc Ấy Sẽ Ra Sao - Cover,Ti-K,5,0.595,0.46299999999999997,4,-6.282,0,0.0342,0.812,0.00193,0.11,0.444,128.63299999999998,3.6416833333333334,2020
Cánh Hoa Tổn Thương,Hoàng Yến Chibi,36,0.21100000000000002,0.637,7,-4.694,0,0.0491,0.831,1.33e-06,0.11,0.183,179.459,6.177783333333333,2020
CLME,Andree Right Hand,42,0.7559999999999999,0.745,0,-7.122000000000001,0,0.0764,0.354,2.7899999999999997e-05,0.0991,0.608,127.99700000000001,4.0,2019
Cô Gái Vàng,HuyR,43,0.828,0.8220000000000001,5,-2.349,1,0.139,0.126,0.0,0.0477,0.83,156.06799999999998,3.7948666666666666,2020
Dân Chơi Xóm (feat. RPT MCK & JustaTee),RAP VIỆT,53,0.848,0.8240000000000001,4,-3.426,0,0.209,0.125,0.0,0.0879,0.816,96.977,2.5567,2020
đen đá không đường,AMEE,47,0.531,0.36200000000000004,8,-8.663,1,0.0698,0.654,9.58e-05,0.0921,0.5920000000000001,139.47,3.0083333333333333,2020
Đừng Lo Anh Đợi Mà,Bình Minh Vũ,37,0.632,0.503,5,-7.265,1,0.0287,0.758,0.0,0.28800000000000003,0.547,81.986,4.52595,2019
Duyên Trời Lấy 2,Chung Thanh Duy,13,0.737,0.858,9,-5.227,0,0.0814,0.0141,0.0,0.721,0.639,123.99799999999999,3.2340166666666668,2020
Em Có Nghe,Kha,49,0.875,0.45,7,-6.277,0,0.048,0.166,7.1e-06,0.11599999999999999,0.456,94.994,4.25215,2020
Em Gì Ơi,Công Anh,0,0.782,0.322,0,-9.447000000000001,0,0.0538,0.511,0.0,0.18100000000000002,0.7659999999999999,128.011,1.536,2021
Em Là Châu Báu,Tlinh,46,0.888,0.863,2,-4.58,0,0.0841,0.0639,2.06e-06,0.0803,0.8740000000000001,126.991,2.86615,2020
Em Ơi Lên Phố,Hương Ly,34,0.746,0.231,2,-11.085,0,0.0346,0.9640000000000001,3.3799999999999995e-05,0.27899999999999997,0.67,105.985,3.900183333333333,2019
Hơn Cả Yêu - Pro House,Đức Phúc,31,0.7290000000000001,0.685,4,-4.323,0,0.0878,0.11800000000000001,0.0,0.282,0.695,131.918,4.6661,2020
Hồng Nhan,Nguyen Huong Ly,17,0.6759999999999999,0.488,4,-10.542,0,0.0672,0.85,0.0022,0.158,0.14300000000000002,84.05799999999999,3.1279666666666666,2019
Mashup Khóc Cùng Em - Anh Chỉ Là Người Thay Thế,Mr.Siro,38,0.467,0.195,6,-10.377,0,0.0389,0.9490000000000001,7.73e-06,0.094,0.425,145.893,5.537766666666666,2020
Không Còn Nợ Nhau,Lệ Quyên,40,0.61,0.478,5,-5.956,0,0.0297,0.815,0.0,0.132,0.254,109.911,4.19815,2019
Không Thể Cùng Nhau Suốt Kiếp (Live at XHTĐRLX),Hoà Minzy,37,0.348,0.308,10,-9.254,1,0.0445,0.883,0.0,0.135,0.345,71.908,4.983333333333333,2021
Là 1 Thằng Con Trai,Jack - J97,44,0.828,0.914,1,-5.6,1,0.107,0.0365,1.25e-05,0.272,0.0937,112.01700000000001,4.10715,2020
Lá Xa Lìa Cành (Lê Bảo Bình),BHMedia Inc,25,0.591,0.34299999999999997,5,-8.404,0,0.0265,0.8540000000000001,0.0,0.11,0.22,100.006,4.75,2020
Một Đêm Say - Lofi Version,Hawys,34,0.7759999999999999,0.29600000000000004,9,-11.618,1,0.042,0.0943,0.0,0.10099999999999999,0.121,115.053,2.2691666666666666,2019
Một Mình Có Buồn Không,Thiều Bảo Trâm,49,0.703,0.517,1,-9.26,0,0.0457,0.47700000000000004,8.63e-06,0.318,0.375,105.01100000000001,4.4381,2020
Nắm,Nguyen Huong Ly,35,0.5379999999999999,0.28,10,-12.210999999999999,1,0.0352,0.877,1.02e-06,0.111,0.28,129.931,4.699233333333333,2020
Níu Duyên Vinahouse || Đại Mèo,BD Media Music,25,0.748,0.925,9,-2.98,0,0.0416,0.146,0.0569,0.563,0.6709999999999999,139.99200000000002,5.4953,2021
Ok,Riz Binz,28,0.838,0.49700000000000005,8,-9.616,0,0.0425,0.8490000000000001,0.000286,0.0938,0.19699999999999998,109.979,2.5844833333333335,2020
Simple Love,Nguyen Huong Ly,31,0.9540000000000001,0.5760000000000001,8,-9.565,1,0.11900000000000001,0.698,3.59e-05,0.17,0.536,130.02100000000002,3.2690166666666665,2019
Sóng Gió,Khanh Phuong,32,0.71,0.789,0,-5.563,1,0.0318,0.583,0.0,0.25,0.72,97.988,4.105016666666667,2020
Thắc Mắc - Lofi Version,Hawys,43,0.688,0.303,7,-10.855,1,0.13699999999999998,0.685,0.46,0.2,0.159,67.988,3.1207666666666665,2020
Thay Tôi Yêu Cô Ấy,Thanh Hưng,38,0.32299999999999995,0.405,11,-7.704,0,0.0319,0.826,0.0,0.0706,0.205,167.984,5.480683333333333,2019
Thích Thì Đến,Nguyen Huong Ly,22,0.648,0.243,5,-10.822000000000001,0,0.0313,0.9329999999999999,0.0,0.11199999999999999,0.341,84.045,4.9772,2020
Thiên Đàng,Wowy,49,0.843,0.6940000000000001,8,-6.127999999999999,1,0.0583,0.7390000000000001,0.000233,0.196,0.546,91.939,3.8695666666666666,2020
This Way,CARA,44,0.9059999999999999,0.461,7,-4.492,1,0.295,0.475,0.00015,0.21899999999999997,0.455,128.105,3.2853833333333333,2020
Tiền Nhiều Để Làm Gì (feat. Gducky),RAP VIỆT,48,0.515,0.754,11,-3.773,1,0.294,0.282,0.0,0.125,0.365,140.062,4.14285,2020
Tình Đẹp Đến Mấy Cũng Tàn,Việt,28,0.62,0.39799999999999996,11,-8.727,0,0.0306,0.785,1.86e-05,0.162,0.23,115.954,5.2776,2019
Tình Sầu Thiên Thu Muôn Lối,Nguyen Huong Ly,27,0.6709999999999999,0.16,3,-13.248,1,0.0366,0.93,3.29e-06,0.237,0.384,100.068,3.67455,2020
Từ Đó (Mắt Biếc OST),Trinh,33,0.515,0.23600000000000002,2,-11.032,1,0.0367,0.868,0.0,0.0743,0.5720000000000001,165.74,2.948933333333333,2021
từ thích thích thành thương thương,AMEE,60,0.637,0.31,8,-11.232000000000001,1,0.0362,0.755,3.22e-06,0.0925,0.374,104.07,3.40385,2020
Từng Yêu,Hương Ly,40,0.5760000000000001,0.195,11,-9.166,0,0.037000000000000005,0.9279999999999999,2.22e-06,0.084,0.304,115.965,4.8162,2019
Va Vào Giai Điệu Này (feat. RPT MCK),RAP VIỆT,54,0.807,0.7440000000000001,11,-4.146,1,0.0569,0.146,0.0,0.113,0.475,129.05,3.2868166666666667,2020
Yêu Từ Đâu Mà Ra,Ti-K,36,0.57,0.41,7,-8.55,0,0.0955,0.938,6.73e-05,0.13,0.39299999999999996,183.958,3.8545833333333333,2020
Lấy Chồng Sớm Làm Gì WRC,BD Media Music,14,0.769,0.779,9,-4.9639999999999995,1,0.0296,0.0398,0.0,0.249,0.735,118.009,5.331566666666666,2021
Đừng Yêu Nữa Em Mệt Rồi,Toan Le,25,0.6759999999999999,0.26,3,-8.232999999999999,1,0.0392,0.7979999999999999,0.0,0.349,0.44,77.979,4.2564166666666665,2019
Do For Love,B Ray,48,0.893,0.647,6,-4.744,0,0.242,0.736,2.2e-05,0.0838,0.713,140.484,3.16015,2020
Đừng Tin Her,B Ray,42,0.831,0.799,4,-6.145,0,0.125,0.501,0.0,0.17800000000000002,0.925,144.035,3.55585,2020
Chán Gái 707,Low G,48,0.888,0.258,1,-13.905999999999999,1,0.499,0.282,4.31e-05,0.0742,0.764,148.047,3.6073,2020
Chàng Trai Sơ Mi Hồng,Hoàng Duyên,50,0.631,0.606,6,-5.005,1,0.0297,0.51,0.0,0.0904,0.46299999999999997,110.117,4.8683,2021
Điêu Toa,Masew,41,0.8270000000000001,0.563,11,-6.182,0,0.0343,0.401,0.00506,0.17300000000000001,0.5720000000000001,148.046,3.0000666666666667,2020
Em Không Đi Đâu,QNT,46,0.845,0.551,4,-10.146,0,0.14300000000000002,0.503,7.56e-06,0.18899999999999997,0.47200000000000003,92.03,3.876916666666667,2020
Triết Lý Thơ Ca,Huỳnh Hữu Khang,21,0.7020000000000001,0.59,2,-12.123,1,0.168,0.489,0.00064,0.10800000000000001,0.292,165.93400000000003,4.837866666666667,2020
Ông Trời Làm Tội Anh Chưa,M.Hanh,28,0.7190000000000001,0.588,0,-8.496,1,0.0378,0.445,3.97e-06,0.0811,0.332,120.023,5.916516666666666,2020
Tiêu Dao Tuyệt Nhất,Juky San,32,0.8590000000000001,0.358,0,-8.187000000000001,1,0.0474,0.858,0.0,0.0863,0.6659999999999999,110.008,3.309083333333333,2020
Thế Thái,Hương Ly,42,0.7509999999999999,0.52,5,-7.4,0,0.0375,0.466,0.0,0.28600000000000003,0.40299999999999997,96.99600000000001,3.9099,2020
Chẳng ai biết được,QNT,23,0.765,0.54,1,-7.809,0,0.0487,0.505,6.16e-06,0.146,0.7440000000000001,129.93,4.014516666666666,2020
