names,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Doi Lua,Pop/Ballad,0.8370000000000001,0.6579999999999999,0,-5.836,0,0.0431,0.588,0.0,0.223,0.708,94.995,222322
So far,Indie/Hip Hop,0.353,0.46,5,-11.307,1,0.0847,0.623,0.00591,0.132,0.314,182.155,204696
Chuyện Như Chưa Bắt Đầu,Pop/Ballad,0.5870000000000001,0.48700000000000004,4,-5.517,0,0.0272,0.785,0.0,0.13,0.225,106.88799999999999,269227
Nếu Như Là Định Mệnh Remix,Pop/Ballad,0.633,0.563,6,-8.432,0,0.262,0.396,1.2e-06,0.114,0.11699999999999999,165.998,325382
Quăng Tao Cái Boong Remix,Pop/Ballad,0.7909999999999999,0.9490000000000001,2,-2.559,0,0.135,0.365,7.44e-06,0.18,0.688,159.993,261086
Ở Trong Thành Phố,Pop/Ballad,0.526,0.758,5,-1.3530000000000002,0,0.348,0.847,0.0,0.113,0.49,179.685,185443
Xin,Pop/Ballad,0.79,0.501,8,-8.451,0,0.0916,0.747,0.0,0.092,0.401,128.04,271222
Bùa Yêu,Pop/Ballad,0.774,0.578,5,-6.227,0,0.0306,0.552,0.000434,0.0985,0.397,110.01799999999999,241650
Vỡ (Siêu Sao Siêu Ngố OST),Pop/Ballad,0.599,0.35,0,-7.494,0,0.0259,0.677,1.17e-06,0.106,0.146,95.051,245047
Vì Tôi Còn Sống - 3rd Single 2015,Pop/Ballad,0.7240000000000001,0.45399999999999996,0,-7.507999999999999,1,0.0662,0.715,2.61e-06,0.0512,0.456,133.893,237640
Năm Ấy,Pop/Ballad,0.564,0.41,3,-7.131,1,0.0284,0.6920000000000001,0.0,0.26,0.32,123.814,260352
Dieu Khac La - Masew Mix,Pop/Ballad,0.897,0.46799999999999997,9,-7.94,0,0.0836,0.617,7.58e-05,0.316,0.604,127.98700000000001,281270
Mãi Mãi Bên Nhau,Pop/Ballad,0.583,0.763,7,-5.045,1,0.0666,0.37200000000000005,0.0,0.163,0.35100000000000003,151.94799999999998,268437
Friendzone (Yeu Ban Duoc Khong),Pop/Ballad,0.662,0.802,2,-4.556,0,0.105,0.27699999999999997,0.0,0.0911,0.507,169.957,209337
Really Love You,Pop/Ballad,0.72,0.7440000000000001,0,-5.101,1,0.0915,0.43,0.0,0.0834,0.795,140.016,229000
Phía Sau Em,Indie/Hip Hop,0.8009999999999999,0.513,2,-8.996,0,0.0801,0.1,0.0,0.0982,0.358,125.88600000000001,189038
Anh Sẽ Về Sớm Thôi,Pop/Ballad,0.77,0.561,0,-6.308,1,0.046,0.18600000000000003,0.0,0.11199999999999999,0.61,102.994,250000
Ý Em Sao,Indie/Hip Hop,0.774,0.802,0,-5.789,0,0.0415,0.45299999999999996,0.0,0.17,0.7879999999999999,100.001,141000
Gat Di Nuoc Mat,Pop/Ballad,0.5589999999999999,0.516,8,-8.34,1,0.0459,0.535,0.0,0.183,0.43700000000000006,88.595,256261
Anh Ghét Làm Bạn Em,Pop/Ballad,0.6759999999999999,0.637,11,-8.522,0,0.0356,0.544,0.0508,0.254,0.539,129.957,249130
Lời Từ Trái Tim Anh,Pop/Ballad,0.504,0.5539999999999999,1,-8.048,1,0.034,0.8009999999999999,2.35e-06,0.32899999999999996,0.35,165.791,241528
Mất Hy Vọng,Pop/Ballad,0.639,0.738,7,-4.785,0,0.0374,0.519,0.0,0.311,0.35600000000000004,119.90299999999999,232000
Nước Ngoài,Pop/Ballad,0.5820000000000001,0.115,10,-12.875,0,0.0332,0.97,3.07e-06,0.15,0.63,89.70700000000001,212667
Tri Kỷ,Pop/Ballad,0.741,0.746,6,-5.99,1,0.0297,0.705,0.0,0.12300000000000001,0.489,113.95700000000001,215809
Huyền Thoại,Pop/Ballad,0.493,0.457,5,-11.674000000000001,0,0.0441,0.7929999999999999,4.35e-06,0.099,0.7440000000000001,189.15900000000002,289000
Có Một Nơi Như Thế,Pop/Ballad,0.69,0.43799999999999994,5,-8.891,1,0.156,0.767,1.4099999999999999e-05,0.105,0.652,171.829,235000
Con Tim Tan Vỡ,Pop/Ballad,0.674,0.474,8,-7.246,1,0.10300000000000001,0.688,0.0,0.215,0.445,84.93799999999999,197775
Lac Nhau Co Phai Muon Doi. - Original,Pop/Ballad,0.5760000000000001,0.39299999999999996,8,-5.7379999999999995,1,0.0282,0.904,0.0,0.153,0.11800000000000001,119.85600000000001,282576
Cô Thắm Không Về,Indie/Hip Hop,0.804,0.635,3,-7.856,0,0.0623,0.705,0.000677,0.0863,0.581,89.988,245340
Yêu Anh Em Nhé,Indie/Hip Hop,0.914,0.649,9,-10.273,1,0.122,0.31,0.0,0.0829,0.868,89.98299999999999,274562
Cho Họ Ghét Đi Em,Indie/Hip Hop,0.8240000000000001,0.578,5,-6.215,0,0.0905,0.151,0.0,0.527,0.961,149.964,178000
Lalala,Pop/Ballad,0.7809999999999999,0.792,0,-3.0660000000000003,1,0.0452,0.615,0.0,0.0893,0.633,122.00200000000001,211475
Trong Tri Nho Cua Anh Cover - Original,Pop/Ballad,0.406,0.191,4,-12.782,1,0.0304,0.902,0.0,0.22899999999999998,0.204,128.497,251448
Không Cần (Cover),Indie/Hip Hop,0.655,0.187,3,-14.012,0,0.0451,0.9490000000000001,5.4000000000000005e-05,0.10800000000000001,0.203,80.0,224472
Người Ta Thành Đôi Hết Rồi,Indie/Hip Hop,0.732,0.392,5,-11.431,1,0.0312,0.7020000000000001,2.8199999999999998e-05,0.128,0.813,105.005,164571
từ thích thích thành thương thương,Pop/Ballad,0.637,0.31,8,-11.232000000000001,1,0.0362,0.755,3.22e-06,0.0925,0.374,104.07,204231
Vì Một Câu Nói,Pop/Ballad,0.377,0.24600000000000002,6,-11.613,1,0.0327,0.695,7.15e-05,0.11699999999999999,0.179,123.78299999999999,293496
Em Gái Mưa,Pop/Ballad,0.499,0.446,7,-6.314,1,0.0329,0.885,0.0,0.354,0.47100000000000003,147.759,323624
Nói Chia Tay Thật Khó,Pop/Ballad,0.43799999999999994,0.331,4,-8.824,1,0.0309,0.845,0.0,0.12,0.27,165.643,331084
Điều Buồn Nhất Khi Yêu,Pop/Ballad,0.536,0.53,6,-6.813,1,0.0349,0.755,0.0,0.145,0.23,77.973,312733
Lạnh Từ Trong Tim,Pop/Ballad,0.628,0.39399999999999996,7,-7.785,0,0.0408,0.738,0.0,0.0882,0.42100000000000004,114.025,299519
Tinh Yeu Chap Va - Original,Pop/Ballad,0.485,0.40700000000000003,5,-7.944,0,0.0344,0.818,0.0,0.136,0.373,167.794,266972
Mới Mẻ Nào Cũng Ngọt Ngào,Pop/Ballad,0.374,0.308,7,-10.425,0,0.0292,0.815,0.0,0.11,0.425,167.544,293465
Đúng Cũng Thành Sai,Pop/Ballad,0.648,0.49,5,-5.757000000000001,1,0.0283,0.8440000000000001,0.0,0.0997,0.6890000000000001,80.033,287360
Những Năm Tháng Đó Có Tôi Yêu Người,Pop/Ballad,0.49,0.271,6,-12.169,0,0.0378,0.785,6.26e-05,0.0943,0.174,132.21200000000002,266411
Nguoi Oi Nguoi O Dung Ve (feat. Suboi),Pop/Ballad,0.84,0.722,7,-6.27,1,0.0463,0.284,0.000225,0.11599999999999999,0.49700000000000005,107.00299999999999,199907
Mơ Anh,Pop/Ballad,0.794,0.637,7,-7.846,1,0.0829,0.27399999999999997,0.000502,0.2,0.484,104.979,208013
Ước Có Người Bên Tôi Mỗi Khi Buồn,Pop/Ballad,0.413,0.225,3,-15.287,0,0.0471,0.914,2.25e-05,0.17300000000000001,0.307,167.31,352601
Nói Với Người Đến Sau,Pop/Ballad,0.456,0.332,6,-8.67,1,0.0346,0.935,6.05e-06,0.157,0.266,111.113,226606
Rồi Một Ngày Mình Nói Về Tình Yêu,Pop/Ballad,0.537,0.62,9,-5.851,1,0.0346,0.6559999999999999,0.0,0.132,0.375,137.90200000000002,261495
Đã Sai Từ Lúc Đầu,Pop/Ballad,0.41100000000000003,0.36700000000000005,6,-8.422,0,0.0328,0.8440000000000001,4.01e-06,0.0806,0.0981,175.602,294027
Anh Đừng Quên,Pop/Ballad,0.517,0.6940000000000001,9,-5.99,0,0.0397,0.525,4.09e-06,0.126,0.22,124.26100000000001,266433
Không Thể Đổi Thay,Pop/Ballad,0.524,0.391,5,-8.517000000000001,0,0.028999999999999998,0.701,0.000244,0.111,0.184,128.168,299166
Cạn Dòng Nước Mắt,Pop/Ballad,0.519,0.439,3,-8.765,0,0.0353,0.8029999999999999,9.12e-06,0.136,0.158,136.148,274641
Anh Bây Giờ Nhạt Quá,Pop/Ballad,0.544,0.317,3,-10.777000000000001,1,0.0616,0.897,4.88e-05,0.098,0.29100000000000004,177.667,294494
Ánh Nắng Trong Em,Pop/Ballad,0.457,0.395,6,-8.061,1,0.0393,0.763,0.0,0.13,0.19399999999999998,131.529,275142
Đầu Hàng,Pop/Ballad,0.583,0.41700000000000004,0,-8.99,1,0.0327,0.765,7.52e-05,0.133,0.251,125.87,263697
Đôi Lời,Pop/Ballad,0.325,0.195,7,-12.306,1,0.0327,0.8220000000000001,0.0,0.138,0.518,81.465,232100
"Càng Trưởng Thành, Càng Cô Đơn",Pop/Ballad,0.474,0.42,1,-8.618,0,0.0327,0.754,0.000496,0.12300000000000001,0.0954,127.544,305939
Cự Tuyệt,Pop/Ballad,0.561,0.499,4,-8.639,0,0.0308,0.67,0.00035800000000000003,0.114,0.295,127.88,296997
Chờ Đợi Có Đáng Sợ,Pop/Ballad,0.49200000000000005,0.355,1,-9.158,1,0.0304,0.8540000000000001,1.84e-06,0.125,0.34,125.478,282667
Yêu Người Không Thể Yêu,Pop/Ballad,0.584,0.37799999999999995,6,-7.518,0,0.0295,0.763,0.0,0.107,0.419,129.998,290040
Yêu Nhau Nhé Bạn Thân,Pop/Ballad,0.6,0.408,11,-6.943,1,0.0286,0.8190000000000001,0.0,0.111,0.546,83.84,313032
Nơi Em Là Bình Yên,Pop/Ballad,0.635,0.622,10,-6.143,0,0.0514,0.883,2.62e-05,0.0803,0.584,117.931,203390
Chẳng Để Em Xa Anh (Mối Tình Đầu Của Tôi OST),Pop/Ballad,0.578,0.327,10,-7.275,1,0.0273,0.7390000000000001,0.0,0.11199999999999999,0.129,132.09799999999998,263182
Anh Ở Đây Mà,Pop/Ballad,0.502,0.369,8,-8.136000000000001,1,0.0289,0.605,0.0,0.307,0.191,67.043,246312
Muộn Màng Là Từ Lúc,Pop/Ballad,0.619,0.509,6,-6.492999999999999,0,0.025,0.6729999999999999,0.0,0.0931,0.256,107.99600000000001,235093
Biết Khi Nào Gặp Lại,Pop/Ballad,0.642,0.21600000000000003,8,-8.449,0,0.032,0.868,0.0,0.138,0.306,80.09,246333
Giá Như Cô Ấy Chưa Xuất Hiện,Pop/Ballad,0.405,0.38299999999999995,11,-8.085,1,0.0364,0.877,1.99e-06,0.141,0.295,129.94299999999998,310174
Nothing In Your Eyes 2,Indie/Hip Hop,0.774,0.743,3,-6.169,0,0.0556,0.6920000000000001,0.0,0.0931,0.721,104.99600000000001,252839
Cang Kho Cang Yeu,Pop/Ballad,0.621,0.515,2,-9.875,0,0.0308,0.855,2.98e-06,0.0906,0.212,134.07399999999998,223617
Có Ai Ở Đây Không?,Pop/Ballad,0.439,0.297,0,-9.314,1,0.0277,0.5660000000000001,0.0,0.0869,0.247,137.933,300720
Xếp Vào Quá Khứ,Pop/Ballad,0.586,0.42700000000000005,7,-7.864,0,0.0278,0.778,0.0,0.19,0.257,110.009,248952
Chỉ Có Một Người Để Yêu Trên Thế Gian,Pop/Ballad,0.557,0.358,3,-8.687000000000001,0,0.0308,0.679,0.0,0.12300000000000001,0.307,144.905,286145
Day Dut Noi Dau - Original,Pop/Ballad,0.591,0.41200000000000003,8,-6.5089999999999995,1,0.0291,0.64,0.0,0.152,0.324,74.031,298764
Tim Duoc Nhau Kho The Nao - Original,Pop/Ballad,0.514,0.41200000000000003,9,-7.226,0,0.0257,0.579,0.0,0.0954,0.389,75.014,270212
Tình Yêu Đẹp Nhất,Pop/Ballad,0.55,0.523,7,-5.81,1,0.0354,0.722,0.0,0.17800000000000002,0.5,130.033,291960
Do For Love,Indie/Hip Hop,0.893,0.647,6,-4.744,0,0.242,0.736,2.2e-05,0.0838,0.713,140.484,189609
Không Thể Cùng Nhau Suốt Kiếp - Piano Version,Pop/Ballad,0.525,0.213,3,-10.227,1,0.0367,0.945,0.0,0.0884,0.48,139.78,270265
Mình Chia Tay Đi,Pop/Ballad,0.586,0.413,2,-7.455,1,0.035,0.693,0.0,0.128,0.35600000000000004,114.31700000000001,245248
Đừng Lo Anh Đợi Mà,Pop/Ballad,0.621,0.536,5,-6.647,1,0.0308,0.762,0.0,0.292,0.579,82.01700000000001,271534
Cần Lắm,Pop/Ballad,0.59,0.573,10,-7.309,1,0.027999999999999997,0.5379999999999999,0.0,0.171,0.473,84.065,324441
Tất Cả Sẽ Thay Anh,Pop/Ballad,0.524,0.297,10,-10.066,1,0.0494,0.867,1.33e-06,0.0728,0.376,111.16,258090
Cần Xa,Pop/Ballad,0.675,0.8590000000000001,2,-3.838,0,0.0568,0.113,0.0,0.147,0.18,93.99,199149
Canh Ba,Pop/Ballad,0.569,0.544,11,-7.252000000000001,0,0.0448,0.262,2.7300000000000003e-05,0.138,0.35100000000000003,91.93700000000001,284382
On Top,Pop/Ballad,0.6829999999999999,0.919,7,-5.6979999999999995,1,0.0381,0.0394,0.00524,0.625,0.226,104.984,208484
What Is Love,Pop/Ballad,0.708,0.787,5,-5.631,0,0.0451,0.207,6.459999999999998e-05,0.203,0.526,127.964,241764
Keep Me In Love (feat. Kimmese),Pop/Ballad,0.8,0.8690000000000001,5,-5.008,0,0.0512,0.129,2.7300000000000003e-05,0.37,0.77,126.001,286381
Sợ Yêu,Pop/Ballad,0.348,0.209,11,-13.795,0,0.0418,0.775,0.0,0.0628,0.153,84.76,323226
Ra Là Em Đâu Quá Mong Manh,Pop/Ballad,0.581,0.626,11,-4.593,0,0.0438,0.807,5.5e-06,0.16699999999999998,0.263,152.053,261800
Còn Thương Thì Không Để Em Khóc,Pop/Ballad,0.389,0.4,4,-11.642999999999999,1,0.0467,0.606,2.79e-06,0.132,0.32299999999999995,128.049,292500
Một Chút Quên Anh Thôi,Pop/Ballad,0.61,0.35100000000000003,3,-9.061,0,0.0277,0.9209999999999999,0.0,0.115,0.397,97.988,212520
Cung Đàn Vỡ Đôi,Pop/Ballad,0.447,0.419,8,-11.32,1,0.0297,0.541,0.000254,0.0894,0.299,169.972,316910
Tự Tâm,Pop/Ballad,0.45,0.474,4,-10.155,0,0.0367,0.746,1.2e-06,0.111,0.348,81.949,301437
Ngọn Đồi Chong Chóng,Pop/Ballad,0.687,0.5329999999999999,2,-9.415,1,0.0447,0.35100000000000003,0.0,0.273,0.28,137.933,231210
Lười Yêu,Pop/Ballad,0.662,0.594,1,-9.118,0,0.19899999999999998,0.316,1.96e-06,0.0512,0.8140000000000001,93.88799999999999,200426
Ngày Chưa Giông Bão,Pop/Ballad,0.418,0.336,7,-11.270999999999999,0,0.0499,0.877,3.4e-05,0.11199999999999999,0.5660000000000001,144.71200000000002,212000
Duyên Mình Lỡ,Pop/Ballad,0.465,0.5770000000000001,8,-4.0,0,0.0387,0.742,0.0,0.209,0.29600000000000004,80.946,327864
Không Thể Cùng Nhau Suốt Kiếp,Pop/Ballad,0.384,0.41200000000000003,10,-6.535,1,0.0384,0.9009999999999999,0.0,0.129,0.345,145.972,300548
Người Tình Nhỏ Bé,Indie/Hip Hop,0.7909999999999999,0.536,0,-7.271,1,0.0644,0.441,3.87e-05,0.47,0.431,125.012,232800
Nếu Anh Đi,Pop/Ballad,0.33899999999999997,0.40700000000000003,6,-6.152,0,0.028999999999999998,0.521,0.0,0.0755,0.213,160.005,251893
Gửi Người Yêu Cũ,Pop/Ballad,0.408,0.32,8,-8.752,0,0.0315,0.7290000000000001,7.61e-06,0.15,0.132,76.783,282541
Chân Ái,Pop/Ballad,0.616,0.518,9,-8.628,0,0.032,0.48700000000000004,2.78e-05,0.45299999999999996,0.569,113.95200000000001,262827
Có Như Không Có,Pop/Ballad,0.36200000000000004,0.254,7,-12.47,1,0.0346,0.8440000000000001,7.15e-06,0.0847,0.37,131.268,273733
Yếu Đuối,Pop/Ballad,0.327,0.257,2,-8.572000000000001,1,0.0365,0.736,0.0,0.0895,0.184,165.037,323265
Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh),Pop/Ballad,0.523,0.43799999999999994,6,-5.457999999999999,1,0.0372,0.878,0.0,0.105,0.255,172.07,242093
Talk To Me (Co Nen Dung Lai?),Pop/Ballad,0.748,0.664,6,-6.112,0,0.0434,0.0641,0.00246,0.0412,0.239,90.006,261333
trời giấu trời mang đi,Pop/Ballad,0.43799999999999994,0.408,3,-9.857000000000001,1,0.0705,0.688,0.0,0.121,0.373,92.053,253500
"Một Bước Yêu, Vạn Dặm Đau",Pop/Ballad,0.444,0.42100000000000004,10,-7.656000000000001,0,0.0278,0.7979999999999999,0.0,0.0956,0.33,137.608,298914
Như Lời Đồn,Pop/Ballad,0.73,0.9359999999999999,4,-3.594,0,0.0535,0.0205,0.496,0.316,0.922,100.00200000000001,219000
Ngốc,Pop/Ballad,0.625,0.44299999999999995,9,-6.462000000000001,1,0.0277,0.887,3.09e-06,0.0885,0.368,119.89299999999999,292102
Ơ Sao Bé Không Lắc,Indie/Hip Hop,0.81,0.715,10,-5.5089999999999995,0,0.047,0.53,0.00032599999999999996,0.0695,0.775,95.01700000000001,220421
anh nhà ở đâu thế,Pop/Ballad,0.8140000000000001,0.45299999999999996,10,-7.204,1,0.11,0.657,1.34e-06,0.245,0.5660000000000001,125.99700000000001,216000
Moi Anh Vao Team Em,Pop/Ballad,0.7929999999999999,0.643,11,-4.316,0,0.0468,0.509,0.0,0.293,0.608,100.044,195000
Y.E.U (L.O.V.E) [Edm Version],Pop/Ballad,0.636,0.623,3,-5.415,1,0.0329,0.0551,0.0,0.0626,0.309,128.069,266250
"Dung Yeu Nua, Em Met Roi",Pop/Ballad,0.57,0.615,3,-4.449,1,0.0295,0.557,0.0,0.102,0.324,155.966,281455
Em Mới Là Người Yêu Anh,Pop/Ballad,0.68,0.841,7,-4.716,1,0.0311,0.00611,0.0,0.16399999999999998,0.0762,98.001,228980
đen đá không đường,Pop/Ballad,0.531,0.36200000000000004,8,-8.663,1,0.0698,0.654,9.58e-05,0.0921,0.5920000000000001,139.47,180500
"xuân, hạ, thu, đông rồi lại xuân",Pop/Ballad,0.46,0.204,1,-11.082,1,0.038,0.8809999999999999,0.000721,0.12,0.287,143.398,290609
Có Một Người Vẫn Thương,Pop/Ballad,0.506,0.40399999999999997,7,-8.979,0,0.0375,0.833,0.0,0.0677,0.253,96.068,230780
Thì Thôi,Pop/Ballad,0.621,0.36,1,-7.893,1,0.0294,0.915,0.0,0.0798,0.29600000000000004,123.89399999999999,356139
Đi Để Trở Về 5 – Tết Chỉ Cần Được Trở Về - Phần 1,Pop/Ballad,0.61,0.261,0,-13.097999999999999,1,0.039,0.6759999999999999,0.0014199999999999998,0.0929,0.177,114.889,204522
Đi Để Trở Về 5 - Tết Chỉ Cần Được Trở Về - Phần 2,Pop/Ballad,0.541,0.215,0,-14.093,1,0.0403,0.789,0.0,0.0625,0.239,114.535,206610
Bao Tiền Một Mớ Bình Yên,Pop/Ballad,0.43700000000000006,0.36,7,-10.202,1,0.0505,0.575,0.0,0.0902,0.0935,173.916,300000
Mãi Chẳng Thuộc Về Nhau,Pop/Ballad,0.521,0.396,5,-8.102,1,0.0302,0.778,0.0,0.102,0.294,128.134,380635
Tự Nắm Tay Mình,Pop/Ballad,0.52,0.366,1,-8.012,1,0.0301,0.8640000000000001,0.0,0.134,0.419,149.49,318704
Ngu Nghếch,Pop/Ballad,0.44299999999999995,0.456,0,-9.734,1,0.0344,0.738,0.0,0.239,0.6859999999999999,74.53,240860
Nợ Ai Đó Lời Xin Lỗi,Pop/Ballad,0.574,0.379,0,-9.42,0,0.0392,0.77,0.0,0.0687,0.285,115.866,337279
Tháng Mấy Em Nhớ Anh?,Pop/Ballad,0.72,0.215,9,-12.569,0,0.0382,0.8490000000000001,9.91e-06,0.0912,0.215,116.054,300000
Kẻ Mộng Mơ,Pop/Ballad,0.531,0.402,1,-8.639,1,0.0369,0.9390000000000001,3.74e-05,0.10099999999999999,0.40700000000000003,123.59700000000001,360030
Trái Tim Em Cũng Biết Đau,Pop/Ballad,0.5,0.518,8,-6.079,0,0.035,0.836,0.0,0.11599999999999999,0.5760000000000001,131.528,302928
Em Yêu Anh (I Love You),Pop/Ballad,0.43200000000000005,0.457,4,-8.207,1,0.0281,0.7559999999999999,0.0301,0.16399999999999998,0.306,145.89600000000002,219480
Riêng Mình Em,Pop/Ballad,0.647,0.7340000000000001,5,-7.928,1,0.305,0.537,0.233,0.0968,0.424,162.02700000000002,263837
Người Hát Tình Ca,Pop/Ballad,0.531,0.408,9,-7.194,1,0.0262,0.747,0.000176,0.321,0.146,76.02600000000001,317649
Anh Muốn Em Sống Sao (Minishow Bảo Anh),Pop/Ballad,0.406,0.128,2,-15.536,0,0.0392,0.887,0.0,0.187,0.125,124.74700000000001,273136
Thà Rằng Như Thế,Pop/Ballad,0.5820000000000001,0.5770000000000001,11,-5.766,0,0.0295,0.317,0.0,0.19,0.273,125.986,201648
Đừng Hỏi Em,Pop/Ballad,0.337,0.444,0,-7.053,0,0.032,0.696,2.3100000000000002e-05,0.127,0.289,147.17,263053
Cô Ấy Là Ai,Pop/Ballad,0.5870000000000001,0.506,1,-6.513999999999999,1,0.0303,0.667,0.0,0.0958,0.335,119.87799999999999,229827
Bao Giờ Lấy Chồng,Pop/Ballad,0.787,0.728,1,-5.672999999999999,0,0.0378,0.555,0.00025699999999999996,0.0905,0.765,113.01100000000001,225176
Anh Chưa Từng Biết,Pop/Ballad,0.266,0.49200000000000005,4,-6.428999999999999,0,0.0729,0.873,4.07e-06,0.083,0.192,68.8,250147
Nếu Có Buông Tay,Pop/Ballad,0.513,0.413,9,-7.4879999999999995,0,0.0291,0.691,1.0199999999999999e-05,0.0994,0.14400000000000002,127.62299999999999,253240
Chuyện Buồn,Pop/Ballad,0.439,0.745,8,-4.72,0,0.0385,0.491,0.0,0.0978,0.35200000000000004,199.842,230533
Khi Ta Yêu (Nhạc Phim Chị Trợ Lý Của Anh),Pop/Ballad,0.381,0.532,7,-5.046,1,0.0431,0.733,0.0,0.0764,0.35700000000000004,155.78,218462
Em Mới Là Người Yêu Anh (Acoustic Version),Pop/Ballad,0.494,0.302,7,-7.221,1,0.0345,0.973,9.95e-05,0.154,0.364,187.87599999999998,235532
Yêu Một Người Vô Tâm,Pop/Ballad,0.5670000000000001,0.469,10,-6.1129999999999995,0,0.036000000000000004,0.8809999999999999,0.0,0.092,0.5589999999999999,140.158,309656
Giac Mo Chi La Giac Mo,Pop/Ballad,0.44299999999999995,0.34600000000000003,2,-9.138,0,0.0272,0.723,0.0,0.147,0.209,137.839,273640
Anh Đang Nơi Đâu,Pop/Ballad,0.617,0.64,6,-4.36,1,0.0337,0.667,0.0,0.11800000000000001,0.293,85.958,201000
Tận Cùng Nỗi Nhớ (feat. Han Sara),Pop/Ballad,0.39399999999999996,0.374,0,-8.474,1,0.0306,0.872,0.0,0.09,0.40299999999999997,146.121,280488
nàng thơ... trời giấu trời mang đi,Pop/Ballad,0.46299999999999997,0.306,8,-11.814,0,0.0421,0.883,0.0,0.113,0.301,92.82700000000001,262151
Một Mình Có Buồn Không,Pop/Ballad,0.703,0.517,1,-9.26,0,0.0457,0.47700000000000004,8.63e-06,0.318,0.375,105.01100000000001,266286
Viên Đá Nhỏ,Pop/Ballad,0.5489999999999999,0.461,7,-5.752000000000001,1,0.0264,0.609,0.0,0.599,0.324,144.10399999999998,322272
Luc Moi Yeu,Indie/Hip Hop,0.8759999999999999,0.49200000000000005,9,-9.323,0,0.0291,0.62,0.0035399999999999997,0.129,0.645,112.021,217107
Yêu Một Người Có Lẽ,Pop/Ballad,0.784,0.5379999999999999,2,-8.077,0,0.0504,0.569,0.0,0.146,0.6920000000000001,127.92299999999999,253524
Nothing In Your Eyes,Indie/Hip Hop,0.745,0.537,10,-9.634,0,0.0433,0.56,1.24e-06,0.129,0.619,100.035,137927
Cánh Hồng Phai,Pop/Ballad,0.716,0.402,0,-8.198,1,0.0296,0.21899999999999997,0.0,0.10400000000000001,0.315,99.973,242120
Giúp Em Trả Lời Những Câu Hỏi,Pop/Ballad,0.5579999999999999,0.439,9,-6.227,1,0.0355,0.75,1.01e-06,0.146,0.27,144.085,285048
Mình Yêu Nhau Bao Lâu,Pop/Ballad,0.447,0.419,11,-8.448,0,0.0321,0.872,1.2e-06,0.273,0.358,109.389,245067
Người Ta Nói,Pop/Ballad,0.5379999999999999,0.442,10,-7.955,1,0.0289,0.556,4.19e-06,0.11199999999999999,0.193,119.956,229944
Yêu Một Người Vô Tâm (Minishow Bảo Anh),Pop/Ballad,0.478,0.37,9,-7.432,0,0.0309,0.925,0.000325,0.0834,0.342,140.043,301218
Anh Không Muốn Bất Công Với Em,Pop/Ballad,0.667,0.5660000000000001,3,-6.997999999999999,1,0.0287,0.327,0.0,0.222,0.345,113.881,267180
Ngôi Nhà Hoa Hồng,Pop/Ballad,0.679,0.467,7,-6.119,1,0.0258,0.75,0.000309,0.127,0.43,99.95700000000001,285053
Vầng Trăng Cô Đơn,Pop/Ballad,0.603,0.608,11,-5.316,1,0.0283,0.18,0.0,0.155,0.298,104.00399999999999,258960
Cô Đơn Một Vì Sao,Pop/Ballad,0.557,0.595,8,-3.27,0,0.033,0.281,0.0,0.125,0.38,126.09899999999999,293352
Nụ Hồng Mong Manh,Pop/Ballad,0.521,0.319,11,-10.294,0,0.0283,0.779,0.0,0.11,0.249,78.097,393416
Chỉ Là Em Giấu Đi,Pop/Ballad,0.45899999999999996,0.245,5,-14.027999999999999,0,0.0347,0.965,3.37e-06,0.16,0.23399999999999999,81.803,273453
Khóc,Pop/Ballad,0.644,0.563,6,-6.6579999999999995,0,0.0277,0.507,1.63e-06,0.0874,0.525,99.99700000000001,282533
Cho Em Một Lần Yêu,Pop/Ballad,0.604,0.5589999999999999,11,-6.707000000000001,0,0.0241,0.21899999999999997,0.0,0.124,0.327,103.039,225773
Lời Thú Tội Ngọt Ngào,Pop/Ballad,0.69,0.609,1,-6.314,1,0.027999999999999997,0.779,0.000103,0.16399999999999998,0.45899999999999996,125.98899999999999,189840
Biệt khúc,Pop/Ballad,0.62,0.414,10,-12.273,1,0.0292,0.244,0.0,0.385,0.209,120.16,333787
Kiếp lữ hành,Pop/Ballad,0.937,0.764,4,-6.277,0,0.065,0.0991,0.0,0.196,0.473,100.022,235573
Nỗi nhớ dịu êm,Pop/Ballad,0.723,0.318,0,-11.993,0,0.0291,0.6890000000000001,7.72e-06,0.14,0.311,99.99799999999999,283307
Phong Ba Tình Đời,Pop/Ballad,0.485,0.667,10,-6.416,1,0.0526,0.127,8.09e-05,0.094,0.14800000000000002,143.674,301322
Không Thể Ở Bên Nhau,Pop/Ballad,0.648,0.419,9,-8.17,0,0.036000000000000004,0.4,0.0,0.446,0.34299999999999997,130.139,397505
Tình xưa nghĩ cũ 3,Pop/Ballad,0.575,0.37799999999999995,2,-9.076,0,0.0261,0.0841,0.0,0.316,0.249,82.07799999999999,237293
Biệt Khúc Chờ Nhau,Pop/Ballad,0.518,0.541,7,-6.15,1,0.0311,0.6729999999999999,0.0,0.0789,0.226,101.954,286668
Bụi Bay Vào Mắt,Pop/Ballad,0.48,0.552,9,-4.8,1,0.0288,0.626,0.0,0.265,0.547,89.865,260016
