lyrics
None
" Em như là đại dương xanh ngắt khiến bao người ao ước. Còn anh là đám là khô rơi lặng yên. Ánh nắng đến vây quanh em. Còn nơi anh tàn tro quấn lấy Anh như vì ngàn sao biến mất khi huy hoàng. Còn em là bình minh đem theo trong tim muôn vàn rạng rỡ. Ta vốn không thuộc về nhau , sinh ra đã là thứ đối lập nhau Như nam châm ta có hai cực hút. Nhưng sẽ đẩy nhau nếu quay đầu ngược hướng. Như bóng đêm đôi chân sẽ bước lạc nhưng chợt nhận ra khi mặt trời dẫn đường. Rồi sẽ bùng cháy như những đám tro tàn hay lại hồi sinh theo từng giọt mưa rơi Như kẻ mộng du với vương quốc mơ màng rồi chợt tỉnh giấc khi bình minh vừa tới. Như tương lai em gạt đi, anh vội tô màu xanh cho quá khứ. Giữa sa mạc khô nhưng vòng tay anh lạnh căm như đóng băng một nửa. Chơ vơ anh đứng giữa bóng đêm. Để chờ thấy chút ánh sáng em còn lại. Nhưng mà đâu thấy Ngôi sao trên cao lấp lánh. Ánh lên ngàn hy vọng rồi lại vụt biến mất. Chẳng có định nghĩa nào là đúng nhất. Hành tinh vẫn cứ xoay thôi Không thể khiến ngày chạm vào đêm đen tối. Cũng như không cách nào để hai ta chung lối. Vạn vật sẽ biến tan cùng em. Anh lang thang với trái tim ngủ yên Em như là đại dương xanh ngắt khiến bao người ao ước. Còn anh là đám là khô rơi lặng yên. Ánh nắng đến vây quanh em. Còn nơi anh tàn tro quấn lấy Anh như ngàn vì sao biến mất khi huy hoàng. Còn em là bình minh đem theo trong tim muôn vàn rạng rỡ. Ta vốn không thuộc về nhau, sinh ra đã là thứ đối lập nhau Bỏ lại quá khứ. Nhìn về tương lai. Hành trang ta có sẽ mang theo suốt đời. Cùng tình yêu kia dù gặp lại nhau cũng chẳng thể nói Em như là đại dương xanh ngắt khiến bao người ao ước. Còn anh là đám là khô rơi lặng yên. Ánh nắng đến vây quanh em. Còn nơi anh tàn tro quấn lấy Anh như ngàn vì sao biến mất khi huy hoàng. Còn em là bình minh đem theo trong tim muôn vàn rạng rỡ. Ta vốn không thuộc về nhau, sinh ra đã là thứ đối lập nhau. Chẳng đặt tên cho nỗi đau. Nụ cười in dấu tháng ngày ta đã đánh mất phía sau. Ánh nắng che mờ giông tố, ngăn cơn mưa trong em ngừng rơi. Hãy bước tiếp tới bình yên khác. Em sẽ cất giấu trong tim, hãy quên nhau đi ta vốn đã không thuộc về nhau "
" [Intro]. Chào cơn mưa. Làm sao cứ kéo ta quay lại. Những rung động con tim. Lần đầu hai ta gặp gỡ Chào hàng cây. Làm sao cố níu tay nhau lại. Để thấy nồng nàn. Đang về trên đôi mắt em [Verse 1]. Chợt nhìn đôi bàn tay em run nắm lấy bờ vai, rất lâu. Cuối thu, với anh là ngày khiến hai hàng mi rối bời. Vì ngày ấy gặp nhau không ai dám nói một câu chào nhau. Cứ đắm đuối, cứ thế hát bài hát chia xa [Chorus]. Mùa thu rơi vào em vào trong giấc mơ hôm qua. Mùa thu ôm mình em chạy xa vòng tay vội vã. Lời em nói ngày xưa đâu đây vẫn âm thầm chìm vào trong mây. Đến bao giờ, dặn lòng anh không mong nhớ Mùa thu rơi vào em vào trong chiếc hôn ngây thơ. Mùa thu không cần anh, vì em giờ đây còn mãi hững hờ. Ngày mai kia nếu có phút giây vô tình thấy nhau sẽ nói câu gì. Hay ta chỉ nhìn lặng lẽ đi qua [Bridge]. Chào cơn mưa. Làm sao cứ kéo ta quay lại. Những rung động con tim. Lần đầu hai ta gặp gỡ Chào hàng cây. Làm sao cố níu tay nhau lại. Để thấy nồng nàn. Đang về trên đôi mắt em [Chorus]. Chợt nhìn đôi bàn tay em run nắm lấy bờ vai, rất lâu. Cuối thu, với anh là ngày khiến hai hàng mi rối bời. Vì ngày ấy gặp nhau không ai dám nói 1 câu, chào nhau. Cứ đắm đuối, chẳng thể chia xa Mùa thu rơi vào em vào trong giấc mơ hôm qua. Mùa thu ôm mình em rời xa vòng tay vội vã. Lời em nói ngày xưa đâu đây vẫn âm thầm chìm vào trong mây. Đến bao giờ, dặn lòng anh không mong nhớ [Outro]. Mùa thu rơi vào em vào trong chiếc hôn ngây thơ. Mùa thu không cần anh, vì em giờ đây còn mãi hững hờ. Ngày mai kia nếu có phút giây vô tình thấy nhau sẽ nói câu gì. Hay ta chỉ nhìn, lặng lẽ, đi qua "
" Hôm qua chia tay anh ta. Hôm qua anh không níu kéo, em không khóc mà. Hôm qua giấu hết nước mắt tổn thương vào trong. Hôm qua đã lỡ nói dối. Hôm qua tim chẳng thể ngừng đôi môi nói lời:. Anh ơi! Mình kết thúc thôi Cứ thế xa nhau, anh không luyến tiếc gì. Sẽ mất bao lâu, em thôi ướt đẫm đôi mi. Nỗi nhớ kéo đến, xa rời anh có phải là sai. Hôm qua hai ta, lỡ say bye là bye.. Chết rồi! Mình đã nói chia tay người ta mất rồi!. Người đồng ý ngay khi em cất lời. Vậy là anh đã hết yêu em lâu lắm rồi... Vậy là chấm hết rồi đúng không. Vậy là tất cả đổ xuống sông. Thầm cầu mong đó là giấc mơ. Và tỉnh dậy anh vẫn ở kế bên. X2. Phải làm gì đây để tình yêu ấy. Chẳng còn vương vấn nơi đây. 'Mình dừng lại thôi', nói đùa cho vui. Mà anh đồng ý quá vội chẳng cần suy nghĩ I'm feel so crazy. Cause I still miss you babe. Anh là cành cây khô tôi là chiếc lá rơi khi cơn gió vụt qua Một chút chết trong tim. Một nút thắt trong lòng. Rồi cứ thấy không yên. Và từng ngày tôi cứ ngóng trông. Điều đó đúng hay sai?. Liệu ta có nên dừng lại?. Rất nhiều câu hỏi đặt ra. Mà sự thật đã lỡ say bye là bye Cứ thế xa nhau, anh không luyến tiếc gì. Sẽ mất bao lâu, em thôi ướt đẫm đôi mi. Nỗi nhớ kéo đến, xa rời anh có phải là sai. Hôm qua hai ta, lỡ say bye là bye.. "
None
None
None
None
" Còn chờ gì mà suy nghĩ, tiến tới níu em ở lại. Cầu rằng mình đừng chia ly, em sợ buồn vương mi. Những ngày sau sẽ như vô hình, vô tình lướt vụt qua chẳng như chúng mình ngày còn bên nhau. Em đừng đi nhé. Có chắc muốn anh một mình?. Hết giận mau nhé. Đừng lặng im như vậy. Mọi chuyện sẽ qua mau, ta vẫn đi bên nhau. Mọi thứ sẽ quay trở về lúc đầu. Nếu anh quan tâm em hơn, thương yêu em hơn, nhớ nhiều hơn một chút. Lắng nghe em hơn, khen em xinh hơn, đón đưa em nhiều hơn từng phút. Hãy chia tay khi chẳng còn lý do để ở bên nhau. Nếu như cơn mơ mang bao vu vơ khiến anh bơ vơ một chút thôi. Hãy ở bên em mua vui em xem, hôn lên thật nhẹ làn tóc rối. Chỉ thế thôi. Anh đâu cần gì nhiều hơn thế, mà cơ sao anh vẫn làm em buồn Một ngày chỉ có 24 giờ, mà từng giờ em chỉ muốn anh ở bên cơ. Em sẽ tập làm thơ, viết được vu vơ. Kể rằng tình yêu ta olala đẹp như mơ. Chỉ là riêng em muốn, anh nào muốn giống em. Liệu rằng anh có xem em là cả thế giới. Oh baby. Ơ em yêu lại đang suy nghĩ nhiều à. Hết cả buổi chiều mà em cứ yết kiêu. Ơ anh đây chẳng bao giờ nói điêu. Hãy ở bên anh mà feel. Em chẳng phải trở thành là cả thế giới. Hãy là người cùng anh đi khắp thế giới. Có được không?. Để anh trông, để đêm anh chẳng chờ anh mong. Nếu anh quan tâm em hơn, thương yêu em hơn, nhớ nhiều hơn một chút. Lắng nghe em hơn, khen em xinh hơn, đón đưa em nhiều hơn từng phút. Hãy chia tay khi chẳng còn lý do để ở bên nhau. Nếu như cơn mơ mang bao vu vơ khiến anh bơ vơ một chút thôi. Hãy ở bên em mua vui em xem, hôn lên thật nhẹ làn tóc rối. Chỉ thế thôi. Anh đâu cần gì nhiều hơn thế, mà cơ sao anh vẫn làm em buồn "
None
None
" [Verse 1]. Ta biết nhau từ lâu rồi. Ta hiểu từng thói quen của nhau. Tuy không phải người yêu với nhau. Ta vẫn hơn là bạn Ta biết nhau đang nghĩ gì. Không cần phải nói ra làm chi. Câu chuyện này cứ như vậy đi. Phân tích thêm làm gì [Pre-Chorus]. Mình bên nhau giống như người yêu. Nhìn nhau giống như người yêu. Dù không phải là tình yêu. Nhưng chắc chắn không phải tình bạn Dù có lẽ sẽ không dài lâu. Nhưng ta sẽ thật đậm sâu. Mối tình này. Không cần định nghĩa gì đâu [Chorus]. Đôi ta ở trên tình bạn. Ở dưới tình yêu. Tuyệt vời biết bao nhiêu. Khi có người nuông chiều Đôi ta ở trên tình bạn. Ở dưới tình yêu. Tuyệt vời biết bao nhiêu. Khi có người thấu hiểu Không phải người yêu mà vui hơn rất nhiều. Không phải người yêu mà vui hơn rất nhiều. Không phải người yêu mà vui hơn rất nhiều. Rất nhiều, rất nhiều, rất nhiều [Verse 2]. Không biết mai sau thế nào. Câu chuyện này diễn ra làm sao. Nhưng mà một khi đã đâm lao. Ta cứ theo lao nào Không thiết tha về sau này. Khi cuộc đời bước sang một trang. Nếu một ngày chúng ta dở dang. Ta cũng không cần rõ ràng [Pre-Chorus]. Mình bên nhau giống như người yêu. Nhìn nhau giống như người yêu. Dù không phải là tình yêu. Nhưng chắc chắn không phải tình bạn Dù có lẽ sẽ không dài lâu. Nhưng ta sẽ thật đậm sâu. Mối tình này. Không cần định nghĩa gì đâu [Chorus]. Đôi ta ở trên tình bạn. Ở dưới tình yêu. Tuyệt vời biết bao nhiêu. Khi có người nuông chiều Đôi ta ở trên tình bạn. Ở dưới tình yêu. Tuyệt vời biết bao nhiêu. Khi có người thấu hiểu Không phải người yêu mà vui hơn rất nhiều. Không phải người yêu mà vui hơn rất nhiều. Không phải người yêu mà vui hơn rất nhiều. Rất nhiều, rất nhiều, rất nhiều Không phải người yêu mà vui hơn rất nhiều. Không phải người yêu mà vui hơn rất nhiều. Không phải người yêu mà vui hơn rất nhiều. Rất nhiều, rất nhiều, rất nhiều [Bridge]. Có lẽ sẽ rất buồn. Khi một ai trong hai chúng ta. Gặp một ai để yêu thiết tha. Vậy là đôi ta cách xa Nhưng sẽ không bao giờ. Ta quên đi khoảnh khắc có nhau. Và ta thầm cảm ơn. Vì ta từng có trong đời nhau [Chorus | Outro]. Đôi ta ở trên tình bạn. Ở dưới tình yêu. Tuyệt vời biết bao nhiêu. Khi có người nuông chiều Đôi ta ở trên tình bạn. Ở dưới tình yêu. Tuyệt vời biết bao nhiêu. Khi có người thấu hiểu Không phải người yêu mà vui hơn rất nhiều. Không phải người yêu mà vui hơn rất nhiều. Không phải người yêu mà vui hơn rất nhiều. Rất nhiều, rất nhiều, rất nhiều Không phải người yêu mà vui hơn rất nhiều. Không phải người yêu mà vui hơn rất nhiều. Không phải người yêu mà vui hơn rất nhiều. Rất nhiều, rất nhiều, rất nhiều "
" [Chorus: JustaTee]. Đường về nhà là vào tim ta. Dẫu nắng mưa gần xa. Thất bát, vang danh. Nhà vẫn luôn chờ ta (Ah) Đường về nhà là vào tim ta (Yeah, JustaTee). Dẫu có muôn trùng qua (và Đen Vâu). Vật đổi, sao dời (Yeah). Nhà vẫn luôn là nhà (Đi về nhà, yah) [Verse 1: Đen]. Lao vào đời và kiếm cơm, lao vào đời tìm cơ hội. Những thành thị thường lấp lánh, còn đêm thành thị thường trơ trọi. Như mọi đứa trẻ khác, lớn lên muốn đi xa hoài. Nhà thì vẫn ở yên đó, đợi những đứa con đang ra ngoài Bước ra ngoài mới biết, không ở đâu bằng ở nhà. Biết có gì để mất, trước khi sẵn sàng mở quà. Không phải là võ sĩ nhưng mà phải giỏi đấu đá. Nhiều khi kiệt sức chỉ vì gắng giữ mình không xấu xa Đôi lúc bỗng thấy đồng cảm với Mai An Tiêm. Bước chân ra là sóng gió, chỉ có nhà mãi an yên. Ngoài kia phức tạp, như rễ má và dây mơ. Về nhà để có lúc cho phép mình được ngây thơ [Pre-Chorus: JustaTee]. Mang theo bao nao nức lên chiếc xe này. Chở một niềm háo hức xuân suốt những đêm ngày. Cùng dòng người trên phố mang sắc mai hương đào. Tìm về nơi ấm êm [Chorus: JustaTee]. Đường về nhà là vào tim ta. Dẫu nắng mưa gần xa. Thất bát, vang danh. Nhà vẫn luôn chờ ta Đường về nhà là vào tim ta. Dẫu có muôn trùng qua (Dẫu muôn trùng qua). Vật đổi, sao dời (Ah, vật đổi, sao dời). Nhà vẫn luôn là nhà (Yah, yah, yah) [Verse 2: Đen]. Về ngôi nhà, có góc vườn nhiều chó, nhiều gà. Đám bạn nói con khó chiều và lại thích gió trời hơn gió điều hoà. Về ăn cơm mẹ nấu, về mặc áo mẹ may. Về đưa ba ra chợ, mua cây đào cây mai về bày. Cả năm trời làm việc nhiều khi rã rời như cái máy. Về nhà thấy áp lực nhẹ như bấc thổi cái là bay. Ấm êm hơn bếp lửa, ngọt bùi hơn lúa non. Nhà vẫn luôn ở đó, mong chờ những đứa con. Dẫu cho mưa cho nắng, không bao giờ nề hà. Hạnh phúc chỉ đơn giản, là còn được về nhà. Hạnh phúc, đi về nhà. Cô đơn, đi về nhà. Thành công, đi về nhà. Thất bại, đi về nhà. Mệt quá, đi về nhà. Mông lung, đi về nhà. Chênh vênh, đi về nhà. Không có việc gì, vậy thì đi về nhà. Không có việc gì, vậy thì đi về nhà. Đi về nhà, đi về nhà [Chorus: JustaTee]. Đường về nhà là vào tim ta. Dẫu nắng mưa gần xa. Thất bát, vang danh. Nhà vẫn luôn chờ ta Đường về nhà là vào tim ta. Dẫu có muôn trùng qua. Vật đổi, sao dời (Ah). Nhà vẫn luôn là nhà (Yah, yah, yah) [Verse 3/Bridge: Đen]. Nhà có thể lớn, có thể có, thể không khang trang. Cha mẹ nào cũng muốn con được sống đàng hoàng. Lớn lên làm người mong một tương lại sáng lạn. Cặm cùi cả đời không bao giờ thấy than van [Chorus: JustaTee]. Đường về nhà là vào tim ta. Dẫu nắng mưa gần xa. Thất bát, vang danh. Nhà vẫn luôn chờ ta Đường về nhà là vào tim ta. Dẫu có muôn trùng qua. Vật đổi, sao dời. Nhà vẫn luôn là nhà "
