lyrics
None
None
" Anh biết em nói là không muốn gặp anh nữa. Anh chỉ gọi, để hỏi cơm hôm nay ăn chưa?. Sao? Ăn rồi thì có húp canh chưa?. Rồi à? Nếu rồi thì đã nhớ anh chưa?. Em biết anh là thế, mà đã thế, em còn suy, em còn nghĩ, em còn trách làm chi?. Anh biết anh như cục ghèn trong mắt, bởi vì em chỉ có ghét for mi. Baby nghe anh nói 1 lần được không?. Tên anh hiện trên màn hình, em có trượt không?. Nếu em muốn ghét, anh nói trước. Tụi nó ghét anh ngoài kia, cũng phải tốn gần chục năm. Vậy thì, nếu em muốn đêm nay không ngủ. Đừng gọi anh daddy, gọi anh ông chủ. Ngực công, mông thủ. Nhặt cây bút chì when I CU If you see me calling. Thì xin em không nhấc máy. Mà nếu như em lỡ nghe rồi. Thì cho anh xin nốt lần này. I’m talking about, when you see me calling. Thì xin em không nhấc máy. ‘Cause when that Henny hit me. Thì cool boy cũng trở thành lầy I’m talking about love, I’m talking about you. I’m talking about all the things you said you’d wanted us to do Moet, Rose, Chardannay. Khi cần có ngay, oh yeah, ya know me. Girl you know I gotta keep it real right now. Biết anh có thói quen khi say là kêu vài đào. Biết anh không phải công tử nhưng thích tiêu xài hao. Fuck all them haters and how they feel right now. Nói mấy con bạn em, nếu tụi mày giỏi, thì bạn trai của tụi nó đã là anh rồi. I know, I know, baby I’m an asshole. But that’s because you the shit though. Lọt vào mắt xanh, thì phải biếc. Như là học sinh tan học, baby, anh không có tiết đâu Vậy thì sao em phải giữ lại. Là vì một ai?. Quá nhiều lãng phí cho 1 người sai Chẳng còn gì để phải nói. Chẳng cần gọi thêm, thất hứa chính là lời khai kẻ gian dối. Vậy xin anh đừng nói thêm gì "
None
" Binz:. Anh từng xem một người là thế giới, anh từng yêu đậm sâu. Họ nói anh xem tình yêu là trò chơi, thật ra toàn thua cuộc thôi. Anh yêu em bao lâu, thật ra không cần thiết. Anh yêu em ra sao, người ta không cần biết. Anh yêu vì mắt môi, yêu vì tiếng cười Và yêu trong suy tư, nhiều hơn trong ngòi viết. Đen nói anh viết về em đi, anh không thể khéo miệng như MC. Và xuất phát từ tim em biết đó. Bài hát này mở như lòng anh vậy em cứ xem đi. Có những điều anh chỉ nói cho mình em nghe Chuyện tình cảm đâu đơn giản chỉ để đem khoe. Ta thậm chí không thể nắm tay ở trên xe. Vì nỗi đau của mình họ chỉ thích đem share. Có những đêm trong tiếng đàn căn phòng lặng tênh Người ta sợ em tổn thương bên cạnh anh. Hi vọng trong lần yêu này anh sẽ không ngốc. Tất cả những gì anh muốn chỉ là giữ cho em không […] Anh chọn đi chọn lại quần áo chính là. Tại vì em đấy Đen:. Anh vẫn còn là cậu bé còn tò mò và ham học. Em là cả thế giới anh muốn tìm tòi ngang dọc Binz:. Anh chọn đi chọn lại mùi hương nước hoa. Cho mình em đấy Đen:. Tình yêu là một cái bẫy ai cũng cam tâm lọt vào. Đã yêu rồi thì nước bọt cũng trở nên ngọt ngào Tình ái là thứ gian nan, như là đi tìm trầm bằng ngậm ngãi. Hành trình đi tìm tình yêu, anh nghĩ mình cần chậm rãi. Anh chẳng có gì để đổi chác anh không phải người lái buôn. Tình yêu của anh cũng khác không được dập bằng những cái khuôn. Chúng ta sợ điều náo nhiệt nhưng cũng sợ niềm tịch liêu Không chen không lấn và không cố đẩy ngược chiều. Yêu vốn là lấp đầy không phải lấy thứ mình đang thiếu. Cơn hừng đông của tình bạn đừng là chạng vạng của tình yêu. Sau này chúng ta sẽ ít bạn và nhiều bè Em chắc cũng không muốn chơi vơi giữa chiều hè. Đoạn đường sau này chắc là nhiều lần xóc nảy. Anh bên em, em bên anh cũng trấy da và tróc vảy. Ném niềm đau lên trời cho nó hoá thành mưa bụi Chỉ mong ngày sau thăng trầm trái tim này còn chưa nguội. Trao cho nhau tình nồng như là Tô Chấn Phong. Sống không có tình yêu như nhà không cửa chỉ còn trơ chấn song. Những ngày không lo lắng là điện thoại cắm sạc chưa Bên khung cửa số nhỏ lặng thinh ngồi ngắm hạt mưa. Bên nhau chậm rãi tới khi đầu tóc trắng mạt cưa. Có nhau vui như Tết ngày nào cũng cắn hạt dưa. Và ngày nào cũng cắn hạt dưa "
None
" Cầm tấm vé trên tay. Em bay đến nơi xa. Sài Gòn đau lòng quá. Toàn kỷ niệm chúng ta. Phải đi xa đến đâu?. Thời gian quên mất bao lâu?. Để trái tim em bình yên như ngày đầu tiên... Mình đã từng hứa bên nhau hết tháng năm dài. Yêu đến khi ngừng hơi thở đến khi ngừng mơ.... Nắm chặt tay đi hết nhân thế này. Chân trời hằn chân ta vô tận là chúng ta.... Mình đã từng hứa đi qua hết bao thăng trầm. Cho dẫu mai này xa rời vẫn không hề đổi dời.... Có ngờ đâu, đã sớm vỡ tan tành. Nhặt từng mảnh vỡ xếp vào vali.... Cứ càng yêu, cứ càng đau. Cứ càng quên rồi lại muốn đi thật nhiều. Tokyo hay Seoul. Paris hay New York. Đi càng xa, càng không thể quên... Cầm tấm vé trên tay. Em bay đến nơi xa. Sài Gòn đau lòng quá. Toàn kỷ niệm chúng ta. Phải đi xa đến đâu?. Thời gian quên mất bao lâu?. Để trái tim em bình yên như ngày đầu tiên... Mình đã từng hứa đi qua hết bao thăng trầm. Cho dẫu mai này về đâu vẫn luôn còn nhau. Nào đâu ai biết sớm cách chia lìa. Nào đâu ai biết sớm vỡ tan tành. Nhặt từng mảnh vỡ xếp vào vali.... Cứ càng yêu, cứ càng đau. Cứ càng quên rồi lại muốn đi thật nhiều. Tokyo hay Seoul. Paris hay New York. Đi càng xa, càng không thể quên... Cầm tấm vé trên tay. Em bay đến nơi xa. Sài Gòn đau lòng quá. Toàn kỷ niệm chúng ta. Phải đi xa đến đâu?. Thời gian quên mất bao lâu?. Để trái tim em bình yên như ngày đầu tiên... Ngày tôi chưa từng biết tôi sẽ yêu em nhiều như thế này. Để rồi khi ta cách xa tim này nát ra. Ngày người chưa đến mang theo giấc mơ, rồi lại bỏ rơi lúc tôi đang chờ.... Chờ người đến dịu xoa tổn thương tôi đã từng... Cầm tấm vé trên tay. Anh bay đến nơi xa. Sài Gòn đau lòng quá. Toàn kỷ niệm chúng ta. Phải đi xa đến đâu?. Thời gian quên mất bao lâu?. Để trái tim em bình yên như ngày đầu tiên... Phải đi xa đến đâu?. Thời gian quên mất bao lâu?. Để trái tim em bình yên như ngày..... Đầu tiên... "
" [The Official Audio Lyrics of 'Chúng Ta Của Hiện Tại'] [Intro]. (Good boy) [Verse 1]. Mùa thu mang giấc mơ quay về. Vẫn nguyên vẹn như hôm nào. Lá bay theo gió xôn xao. Chốn xưa em chờ. Đoạn đường ngày nào nơi ta từng đón đưa. Còn vấn vương không phai mờ. Giấu yêu thương trong vần thơ [Pre-Chorus]. Chúng ta... là áng mây bên trời vội vàng ngang qua. Chúng ta... chẳng thể nâng niu những câu thề. Cứ như vậy thôi, không một lời, lặng lẽ thế chia xa. Chiều mưa bên hiên vắng buồn, còn ai thương ai, mong ai? [Chorus]. Điều anh luôn giữ kín trong tim. Thương em đôi mắt ướt nhòa. Điều anh luôn giữ kín trong tim này. Thương em đâu đó khóc òa. Điều anh luôn giữ kín trong tim này. Ngày mai nắng gió, sương hao gầy. Có ai thương lắng lo cho em?. (Whoo-whoo-whoo) Điều anh luôn giữ kín trong tim. Thương em, anh mãi xin là. Điều anh luôn giữ kín trong tim này. Thương em vì thương thôi mà. Điều anh luôn giữ kín trong tim này. Dù cho nắng tắt, xuân thay màu. Héo khô đi tháng năm xưa kia. (Anh nguyện ghi mãi trong tim) [Interlude]. 'Nắng vương trên cành héo khô những kỉ niệm xưa kia. Ngày mai, người luyến lưu về giấc mơ từng có, liệu có ta?'. Có anh nơi đó không?. Có anh nơi đó không? [Pre-Chorus]. Chúng ta... là áng mây bên trời vội vàng ngang qua. Chúng ta... chẳng thể nâng niu những câu thề. Cứ như vậy thôi, không một lời, lặng lẽ thế chia xa. Chiều mưa bên hiên vắng buồn, còn ai thương ai, mong ai? [Chorus]. Điều anh luôn giữ kín trong tim. Thương em đôi mắt ướt nhòa. Điều anh luôn giữ kín trong tim này. Thương em đâu đó khóc òa. Điều anh luôn giữ kín trong tim này. Ngày mai nắng gió, sương hao gầy. Có ai thương lắng lo cho em?. (Whoo-whoo-whoo) Điều anh luôn giữ kín trong tim. Thương em, anh mãi xin là. Điều anh luôn giữ kín trong tim này. Thương em vì thương thôi mà. Điều anh luôn giữ kín trong tim này. Dù cho nắng tắt, xuân thay màu. Héo khô đi tháng năm xưa kia. (Anh nguyện ghi mãi trong tim) [Breakdown]. No, no, no. No, no, no [Bridge]. Điều anh luôn giữ kín trong tim (Giữ kín trong tim này). Giữ mãi trong tim này (Giữ mãi trong tim này). Giữ mãi trong tim mình. Giữ... Có anh nơi đó không?. Có anh nơi đó không?. (Whoo-whoo-whoo-whoo) Điều anh luôn giữ kín trong tim (No, no, no). Điều anh luôn giữ kín trong tim này (No, no, no). Điều anh luôn giữ kín trong tim này. (Ngày mai, nắng gió, sương hao gầy). (Có ai luôn lắng lo cho em?) Điều anh luôn giữ kín trong tim (No, no, no). Điều anh luôn giữ kín trong tim này (No, no, no). Điều anh luôn giữ kín trong tim này. (Dù cho nắng tắt, xuân thay màu). (Héo khô đi tháng năm xưa kia). (Anh nguyện ghi mãi trong tim) [Chorus]. Điều anh luôn giữ kín trong tim. Thương em đôi mắt ướt nhòa. Điều anh luôn giữ kín trong tim này. Thương em đâu đó khóc òa. Điều anh luôn giữ kín trong tim này. Ngày mai nắng gió, sương hao gầy. Có ai thương lắng lo cho em?. (Whoo-whoo-whoo) Điều anh luôn giữ kín trong tim. Thương em, anh mãi xin là. Điều anh luôn giữ kín trong tim này. Thương em vì thương thôi mà. Điều anh luôn giữ kín trong tim này. Dù cho nắng tắt, xuân thay màu. Héo khô đi tháng năm xưa kia. (Anh nguyện ghi mãi trong tim) [Outro]. (Anh nguyện ghi mãi trong tim). (Anh nguyện ghi mãi trong tim). (Anh nguyện ghi mãi trong tim). (Anh nguyện ghi mãi trong tim) "
" [Chorus: Juky San] Phải chăng em đã yêu ngay từ cái nhìn đầu tiên. Phải chăng em đã say ngay từ lúc thấy nụ cười ấy. Tình yêu ta ngất ngây, xây được chín tầng trời mây khuất xa mờ. Ánh lên từng giấc mơ ngày có anh [Verse 1: Juky San] Cuộc đời em vốn chỉ là đường thẳng mà thôi. Mà sao tình cờ gặp anh, em rẽ ngang qua đời. Vài người vội vã, vội đến rồi đi. Mà sao em yêu anh đâu cần nghĩ suy Từng đêm nhớ mong về người, biết anh còn chờ đợi. Chơi vơi bao đêm em thấy đủ rồi. Ngàn tia nắng anh gần lại, ánh dương màu mắt xanh ngời. Lóe lên ngàn giấc mơ còn trong đời [Chorus: Juky San] Phải chăng em đã yêu ngay từ cái nhìn đầu tiên. Phải chăng em đã say ngay từ lúc thấy nụ cười ấy. Tình yêu ta ngất ngây, xây được chín tầng trời mây khuất xa mờ. Ánh lên từng giấc mơ ngày có anh [Verse 2: RedT] Trái đất vốn lạ thường. Mà sao em cứ đi nhầm đường. Lạc vào tim anh lẻ loi. Đằng sau chữ yêu đây là thương When you call me a baby, make me so crazy. My heart is breaking slowly. Chầm chậm bờ môi khẽ trôi. Ôi mình yêu thật rồi [Verse 3: Juky San] Tình cờ biết nhớ những lúc ngây thơ. Lắm lúc chỉ biết vu vơ. Bơ vơ lạc trong những giấc mơ Lắm lúc chỉ muốn nói anh mãi thương em. Nhưng trong tim bâng khuân chẳng biết có ai xem này. Vì chữ thương nặng lắm đâu thể phơi bày [Chorus: Juky San] Phải chăng em đã yêu ngay từ cái nhìn đầu tiên. Phải chăng em đã say ngay từ lúc thấy nụ cười ấy. Tình yêu ta ngất ngây, xây được chín tầng trời mây khuất xa mờ. Ánh lên từng giấc mơ ngày có anh [Bridge: Juky San] Yêu hay không yêu. Thương em anh hãy nói. Trao nhau đôi môi. Rồi sẽ trở thành đôi Em đang chơi vơi. Liệu anh có bước tới. Chầm chậm nói đôi lời. Khiến em chợt vui cười [Chorus: Juky San] Phải chăng em đã yêu ngay từ cái nhìn đầu tiên. Phải chăng em đã say ngay từ lúc thấy nụ cười ấy. Tình yêu ta ngất ngây, xây được chín tầng trời mây khuất xa mờ. Ánh lên từng giấc mơ ngày có anh "
None
